date,dealer_code,part_code,transaction_type,quantity,reference,stock_after
2025-09-23,DL003,OIL-5W30-4L,ISSUE,1,JO-DL003-20250923-6473,7
2025-09-23,DL005,BATT-12V-70AH,ISSUE,1,JO-DL005-20250923-2445,2
2025-09-23,DL001,SPARK-PLUG-NGK,RECEIPT,3,PO-DL001-20250923-418,4
2025-09-23,DL004,AIR-FILTER-MG,ISSUE,1,JO-DL004-20250923-8760,6
2025-09-23,DL006,SPARK-PLUG-NGK,ISSUE,1,JO-DL006-20250923-1401,2
2025-09-23,DL001,OIL-FILTER-MG,ISSUE,1,JO-DL001-20250923-8612,21
2025-09-23,DL005,CABIN-FILTER-MG,ISSUE,1,JO-DL005-20250923-3314,2
2025-09-24,DL001,CABIN-FILTER-MG,ISSUE,1,JO-DL001-20250924-9451,3
2025-09-24,DL007,TYRE-225-55-18,ISSUE,1,JO-DL007-20250924-7299,2
2025-09-24,DL005,CABIN-FILTER-MG,ISSUE,1,JO-DL005-20250924-1813,1
2025-09-24,DL003,BR-PAD-F-MG,ISSUE,1,JO-DL003-20250924-2196,2
2025-09-24,DL004,OIL-5W30-4L,ISSUE,1,JO-DL004-20250924-3077,3
2025-09-24,DL005,OIL-5W30-4L,RECEIPT,11,PO-DL005-20250924-259,12
2025-09-24,DL007,BATT-12V-70AH,ISSUE,1,JO-DL007-20250924-8750,2
2025-09-24,DL008,OIL-FILTER-MG,ISSUE,1,JO-DL008-20250924-1863,7
2025-09-24,DL002,TYRE-225-55-18,ISSUE,1,JO-DL002-20250924-7248,1
2025-09-24,DL008,TYRE-225-55-18,ISSUE,1,JO-DL008-20250924-1934,3
2025-09-25,DL008,BR-FLUID-DOT4,ISSUE,1,JO-DL008-20250925-6598,4
2025-09-25,DL003,OIL-5W30-4L,ISSUE,1,JO-DL003-20250925-2261,6
2025-09-25,DL002,BATT-12V-70AH,RECEIPT,2,PO-DL002-20250925-352,3
2025-09-26,DL003,OIL-5W30-4L,ISSUE,1,JO-DL003-20250926-1159,5
2025-09-26,DL008,BMS-FUSE-MG,ISSUE,1,JO-DL008-20250926-4861,2
2025-09-26,DL001,OIL-5W30-4L,ISSUE,1,JO-DL001-20250926-3621,9
2025-09-26,DL008,THERMOSTAT-MG,RECEIPT,2,PO-DL008-20250926-136,3
2025-09-26,DL001,BR-PAD-R-MG,ISSUE,1,JO-DL001-20250926-3063,1
2025-09-26,DL004,BR-PAD-F-MG,RECEIPT,4,PO-DL004-20250926-465,5
2025-09-27,DL007,HV-MODULE-MG,ISSUE,1,JO-DL007-20250927-6084,1
2025-09-27,DL002,CABIN-FILTER-MG,ISSUE,1,JO-DL002-20250927-5014,3
2025-09-27,DL005,CABIN-FILTER-MG,RECEIPT,7,PO-DL005-20250927-188,8
2025-09-27,DL002,OIL-5W30-4L,ISSUE,1,JO-DL002-20250927-8485,12
2025-09-27,DL001,HV-MODULE-MG,ISSUE,1,JO-DL001-20250927-2654,1
2025-09-27,DL005,COOLANT-1L,ISSUE,1,JO-DL005-20250927-8171,3
2025-09-27,DL003,TYRE-215-60-17,ISSUE,1,JO-DL003-20250927-1583,2
2025-09-27,DL003,SPARK-PLUG-NGK,RECEIPT,3,PO-DL003-20250927-181,4
2025-09-28,DL006,TYRE-225-55-18,ISSUE,1,JO-DL006-20250928-1439,2
2025-09-28,DL008,SPARK-PLUG-NGK,ISSUE,1,JO-DL008-20250928-9844,3
2025-09-29,DL005,BMS-FUSE-MG,RECEIPT,2,PO-DL005-20250929-564,3
2025-09-29,DL005,BMS-FUSE-MG,ISSUE,1,JO-DL005-20250929-8165,2
2025-09-29,DL002,OIL-FILTER-MG,ISSUE,1,JO-DL002-20250929-3276,12
2025-09-29,DL005,WIPER-BLADE-MG,ISSUE,1,JO-DL005-20250929-1196,8
2025-09-29,DL005,THERMOSTAT-MG,ISSUE,1,JO-DL005-20250929-9076,1
2025-09-29,DL004,THERMOSTAT-MG,RECEIPT,3,PO-DL004-20250929-130,4
2025-09-29,DL002,TYRE-225-55-18,ISSUE,1,JO-DL002-20250929-3669,4
2025-09-29,DL003,HV-MODULE-MG,RECEIPT,1,PO-DL003-20250929-590,2
2025-09-30,DL002,BR-PAD-F-MG,ISSUE,1,JO-DL002-20250930-2035,1
2025-09-30,DL004,WIPER-BLADE-MG,ISSUE,1,JO-DL004-20250930-8324,10
2025-09-30,DL004,BATT-12V-70AH,ISSUE,1,JO-DL004-20250930-4542,1
2025-09-30,DL002,OIL-5W30-4L,ISSUE,1,JO-DL002-20250930-9498,11
2025-09-30,DL008,TYRE-225-55-18,ISSUE,1,JO-DL008-20250930-5838,2
2025-09-30,DL002,AIR-FILTER-MG,ISSUE,1,JO-DL002-20250930-4559,3
2025-10-01,DL004,OIL-5W30-4L,ISSUE,1,JO-DL004-20251001-3215,2
2025-10-01,DL005,TYRE-225-55-18,ISSUE,1,JO-DL005-20251001-1418,2
2025-10-01,DL002,TYRE-225-55-18,RECEIPT,4,PO-DL002-20251001-194,5
2025-10-01,DL004,THERMOSTAT-MG,ISSUE,1,JO-DL004-20251001-4542,3
2025-10-01,DL006,THERMOSTAT-MG,ISSUE,1,JO-DL006-20251001-3648,1
2025-10-01,DL003,BMS-FUSE-MG,RECEIPT,2,PO-DL003-20251001-919,3
2025-10-01,DL007,BATT-12V-70AH,ISSUE,1,JO-DL007-20251001-6836,1
2025-10-01,DL005,HV-MODULE-MG,ISSUE,1,JO-DL005-20251001-1959,1
2025-10-01,DL007,TYRE-225-55-18,ISSUE,1,JO-DL007-20251001-1916,1
2025-10-01,DL006,OIL-FILTER-MG,ISSUE,1,JO-DL006-20251001-9876,22
2025-10-01,DL001,BR-PAD-R-MG,RECEIPT,4,PO-DL001-20251001-905,5
2025-10-01,DL004,TYRE-215-60-17,ISSUE,1,JO-DL004-20251001-1420,2
2025-10-01,DL001,BATT-12V-60AH,ISSUE,1,JO-DL001-20251001-2217,3
2025-10-01,DL002,TYRE-215-60-17,ISSUE,1,JO-DL002-20251001-7757,3
2025-10-02,DL004,TYRE-215-60-17,ISSUE,1,JO-DL004-20251002-8771,1
2025-10-02,DL005,HV-MODULE-MG,RECEIPT,1,PO-DL005-20251002-497,2
2025-10-02,DL004,OIL-5W30-4L,ISSUE,1,JO-DL004-20251002-4797,1
2025-10-02,DL005,BATT-12V-60AH,ISSUE,1,JO-DL005-20251002-8738,2
2025-10-02,DL008,BATT-12V-60AH,ISSUE,1,JO-DL008-20251002-5452,1
2025-10-03,DL008,OBD-HARNESS-MG,ISSUE,1,JO-DL008-20251003-9084,1
2025-10-03,DL004,BATT-12V-70AH,RECEIPT,2,PO-DL004-20251003-411,3
2025-10-03,DL003,OIL-FILTER-MG,ISSUE,1,JO-DL003-20251003-9482,5
2025-10-03,DL006,BR-PAD-F-MG,ISSUE,1,JO-DL006-20251003-1522,4
2025-10-03,DL004,CABIN-FILTER-MG,ISSUE,1,JO-DL004-20251003-3734,10
2025-10-03,DL005,COOLANT-1L,ISSUE,1,JO-DL005-20251003-8411,2
2025-10-03,DL004,WIPER-BLADE-MG,ISSUE,1,JO-DL004-20251003-6651,9
2025-10-03,DL001,HV-MODULE-MG,RECEIPT,1,PO-DL001-20251003-769,2
2025-10-03,DL002,OIL-5W30-4L,ISSUE,1,JO-DL002-20251003-1807,10
2025-10-03,DL002,WIPER-BLADE-MG,ISSUE,1,JO-DL002-20251003-3134,6
2025-10-03,DL002,OIL-FILTER-MG,ISSUE,1,JO-DL002-20251003-3444,11
2025-10-03,DL001,CABIN-FILTER-MG,ISSUE,1,JO-DL001-20251003-7544,2
2025-10-04,DL006,OIL-5W30-4L,ISSUE,1,JO-DL006-20251004-2585,12
2025-10-04,DL003,TYRE-215-60-17,ISSUE,1,JO-DL003-20251004-3369,1
2025-10-04,DL007,BATT-12V-70AH,RECEIPT,2,PO-DL007-20251004-866,3
2025-10-04,DL004,OIL-5W30-4L,RECEIPT,15,PO-DL004-20251004-918,16
2025-10-04,DL004,AIR-FILTER-MG,ISSUE,1,JO-DL004-20251004-1802,5
2025-10-05,DL003,TYRE-225-55-18,ISSUE,1,JO-DL003-20251005-5062,3
2025-10-05,DL003,BATT-12V-70AH,ISSUE,1,JO-DL003-20251005-6098,2
2025-10-05,DL008,BATT-12V-60AH,RECEIPT,2,PO-DL008-20251005-137,3
2025-10-05,DL005,OIL-5W30-4L,ISSUE,1,JO-DL005-20251005-8645,11
2025-10-05,DL002,BR-PAD-F-MG,RECEIPT,4,PO-DL002-20251005-223,5
2025-10-06,DL006,COOLANT-1L,ISSUE,1,JO-DL006-20251006-6604,7
2025-10-06,DL001,OIL-5W30-4L,ISSUE,1,JO-DL001-20251006-9797,8
2025-10-06,DL002,OIL-FILTER-MG,ISSUE,1,JO-DL002-20251006-8326,10
2025-10-06,DL002,HV-MODULE-MG,RECEIPT,1,PO-DL002-20251006-248,2
2025-10-06,DL003,BMS-FUSE-MG,ISSUE,1,JO-DL003-20251006-2983,2
2025-10-06,DL001,COOLANT-1L,ISSUE,1,JO-DL001-20251006-5942,6
2025-10-06,DL004,BATT-12V-70AH,ISSUE,1,JO-DL004-20251006-1514,2
2025-10-07,DL001,OBD-HARNESS-MG,ISSUE,1,JO-DL001-20251007-5521,1
2025-10-07,DL008,OIL-FILTER-MG,ISSUE,1,JO-DL008-20251007-7407,6
2025-10-07,DL003,BR-FLUID-DOT4,ISSUE,1,JO-DL003-20251007-6745,1
2025-10-07,DL005,BATT-12V-60AH,ISSUE,1,JO-DL005-20251007-4304,1
2025-10-07,DL002,OIL-FILTER-MG,ISSUE,1,JO-DL002-20251007-6187,9
2025-10-07,DL002,BATT-12V-60AH,ISSUE,1,JO-DL002-20251007-9647,3
2025-10-08,DL008,SPARK-PLUG-NGK,ISSUE,1,JO-DL008-20251008-9895,2
2025-10-08,DL004,OBD-HARNESS-MG,ISSUE,1,JO-DL004-20251008-9832,1
2025-10-08,DL007,TYRE-225-55-18,RECEIPT,3,PO-DL007-20251008-454,4
2025-10-08,DL003,COOLANT-1L,ISSUE,1,JO-DL003-20251008-6871,3
2025-10-08,DL004,COOLANT-1L,ISSUE,1,JO-DL004-20251008-3657,10
2025-10-08,DL001,TYRE-215-60-17,ISSUE,1,JO-DL001-20251008-6021,2
2025-10-09,DL003,OIL-FILTER-MG,ISSUE,1,JO-DL003-20251009-2816,4
2025-10-09,DL001,HV-MODULE-MG,RECEIPT,1,PO-DL001-20251009-489,2
2025-10-09,DL004,TYRE-215-60-17,RECEIPT,4,PO-DL004-20251009-427,5
2025-10-09,DL007,OIL-FILTER-MG,ISSUE,1,JO-DL007-20251009-4758,1
2025-10-09,DL004,COOLANT-1L,ISSUE,1,JO-DL004-20251009-4326,9
2025-10-09,DL005,THERMOSTAT-MG,RECEIPT,2,PO-DL005-20251009-907,3
2025-10-10,DL006,TYRE-215-60-17,ISSUE,1,JO-DL006-20251010-1511,3
2025-10-10,DL004,TYRE-215-60-17,ISSUE,1,JO-DL004-20251010-2499,4
2025-10-10,DL005,BATT-12V-60AH,RECEIPT,2,PO-DL005-20251010-306,3
2025-10-10,DL001,TYRE-225-55-18,ISSUE,1,JO-DL001-20251010-2294,1
2025-10-10,DL005,OIL-5W30-4L,ISSUE,1,JO-DL005-20251010-4375,10
2025-10-10,DL008,OBD-HARNESS-MG,RECEIPT,2,PO-DL008-20251010-162,3
2025-10-10,DL007,WIPER-BLADE-MG,ISSUE,1,JO-DL007-20251010-3773,6
2025-10-10,DL003,BR-FLUID-DOT4,RECEIPT,7,PO-DL003-20251010-220,8
2025-10-11,DL008,CABIN-FILTER-MG,ISSUE,1,JO-DL008-20251011-6349,8
2025-10-11,DL006,WIPER-BLADE-MG,ISSUE,1,JO-DL006-20251011-9399,5
2025-10-11,DL006,THERMOSTAT-MG,RECEIPT,2,PO-DL006-20251011-344,3
2025-10-11,DL001,BATT-12V-70AH,ISSUE,1,JO-DL001-20251011-2885,1
2025-10-11,DL007,TYRE-215-60-17,ISSUE,1,JO-DL007-20251011-9028,1
2025-10-11,DL003,TYRE-215-60-17,RECEIPT,4,PO-DL003-20251011-748,5
2025-10-11,DL004,OIL-FILTER-MG,ISSUE,1,JO-DL004-20251011-9199,14
2025-10-11,DL002,SPARK-PLUG-NGK,ISSUE,1,JO-DL002-20251011-7297,1
2025-10-12,DL006,TYRE-225-55-18,ISSUE,1,JO-DL006-20251012-7425,1
2025-10-12,DL006,OIL-FILTER-MG,ISSUE,1,JO-DL006-20251012-3911,21
2025-10-12,DL004,BR-FLUID-DOT4,ISSUE,1,JO-DL004-20251012-3653,2
2025-10-12,DL006,BATT-12V-70AH,ISSUE,1,JO-DL006-20251012-5542,1
2025-10-12,DL008,SPARK-PLUG-NGK,ISSUE,1,JO-DL008-20251012-2783,1
2025-10-12,DL008,BR-PAD-R-MG,ISSUE,1,JO-DL008-20251012-9848,3
2025-10-12,DL007,OIL-FILTER-MG,RECEIPT,29,PO-DL007-20251012-834,30
2025-10-13,DL004,COOLANT-1L,ISSUE,1,JO-DL004-20251013-7649,8
2025-10-13,DL003,COOLANT-1L,ISSUE,1,JO-DL003-20251013-3641,2
2025-10-13,DL005,OIL-FILTER-MG,ISSUE,1,JO-DL005-20251013-3619,5
2025-10-13,DL004,OIL-5W30-4L,ISSUE,1,JO-DL004-20251013-3231,15
2025-10-13,DL006,BR-PAD-F-MG,ISSUE,1,JO-DL006-20251013-2289,3
2025-10-13,DL004,TYRE-225-55-18,ISSUE,1,JO-DL004-20251013-5169,3
2025-10-13,DL004,WIPER-BLADE-MG,ISSUE,1,JO-DL004-20251013-6856,8
2025-10-14,DL002,COOLANT-1L,ISSUE,1,JO-DL002-20251014-6863,6
2025-10-14,DL005,BATT-12V-70AH,ISSUE,1,JO-DL005-20251014-1435,1
2025-10-14,DL006,THERMOSTAT-MG,ISSUE,1,JO-DL006-20251014-6292,2
2025-10-14,DL006,HV-MODULE-MG,ISSUE,1,JO-DL006-20251014-2897,1
2025-10-14,DL001,BATT-12V-70AH,RECEIPT,2,PO-DL001-20251014-123,3
2025-10-14,DL001,BATT-12V-60AH,ISSUE,1,JO-DL001-20251014-7114,2
2025-10-14,DL003,BMS-FUSE-MG,ISSUE,1,JO-DL003-20251014-2948,1
2025-10-14,DL003,OIL-FILTER-MG,ISSUE,1,JO-DL003-20251014-4285,3
2025-10-14,DL001,OBD-HARNESS-MG,RECEIPT,2,PO-DL001-20251014-666,3
2025-10-15,DL006,BATT-12V-70AH,RECEIPT,2,PO-DL006-20251015-448,3
2025-10-15,DL007,WIPER-BLADE-MG,ISSUE,1,JO-DL007-20251015-9949,5
2025-10-15,DL004,OBD-HARNESS-MG,RECEIPT,2,PO-DL004-20251015-193,3
2025-10-15,DL003,OIL-5W30-4L,ISSUE,1,JO-DL003-20251015-5990,4
2025-10-15,DL007,BMS-FUSE-MG,ISSUE,1,JO-DL007-20251015-2987,2
2025-10-15,DL005,BATT-12V-60AH,ISSUE,1,JO-DL005-20251015-6214,2
2025-10-16,DL003,OBD-HARNESS-MG,ISSUE,1,JO-DL003-20251016-4132,2
2025-10-16,DL005,OIL-5W30-4L,ISSUE,1,JO-DL005-20251016-3727,9
2025-10-16,DL008,BR-PAD-R-MG,ISSUE,1,JO-DL008-20251016-6398,2
2025-10-16,DL002,SPARK-PLUG-NGK,RECEIPT,3,PO-DL002-20251016-507,4
2025-10-16,DL005,COOLANT-1L,ISSUE,1,JO-DL005-20251016-5019,1
2025-10-16,DL005,BATT-12V-70AH,ISSUE,1,JO-DL005-20251016-1600,2
2025-10-16,DL003,BR-PAD-F-MG,ISSUE,1,JO-DL003-20251016-6815,1
2025-10-16,DL007,OIL-FILTER-MG,ISSUE,1,JO-DL007-20251016-6114,29
2025-10-16,DL008,OIL-FILTER-MG,ISSUE,1,JO-DL008-20251016-7472,5
2025-10-17,DL001,BR-PAD-R-MG,ISSUE,1,JO-DL001-20251017-3370,4
2025-10-17,DL001,THERMOSTAT-MG,ISSUE,1,JO-DL001-20251017-5622,1
2025-10-17,DL001,TYRE-225-55-18,RECEIPT,3,PO-DL001-20251017-454,4
2025-10-17,DL008,SPARK-PLUG-NGK,RECEIPT,3,PO-DL008-20251017-101,4
2025-10-17,DL001,OIL-5W30-4L,ISSUE,1,JO-DL001-20251017-5315,7
2025-10-17,DL002,AIR-FILTER-MG,ISSUE,1,JO-DL002-20251017-8567,2
2025-10-17,DL005,BATT-12V-70AH,RECEIPT,2,PO-DL005-20251017-764,3
2025-10-17,DL003,BATT-12V-60AH,ISSUE,1,JO-DL003-20251017-6871,2
2025-10-17,DL004,OIL-5W30-4L,ISSUE,1,JO-DL004-20251017-4363,14
2025-10-18,DL007,HV-MODULE-MG,RECEIPT,1,PO-DL007-20251018-606,2
2025-10-18,DL005,WIPER-BLADE-MG,ISSUE,1,JO-DL005-20251018-1609,7
2025-10-18,DL002,CABIN-FILTER-MG,ISSUE,1,JO-DL002-20251018-9245,2
2025-10-18,DL007,TYRE-215-60-17,RECEIPT,4,PO-DL007-20251018-505,5
2025-10-18,DL003,OIL-FILTER-MG,ISSUE,1,JO-DL003-20251018-6400,2
2025-10-18,DL005,BR-FLUID-DOT4,ISSUE,1,JO-DL005-20251018-2190,4
2025-10-18,DL001,HV-MODULE-MG,RECEIPT,1,PO-DL001-20251018-778,2
2025-10-19,DL005,COOLANT-1L,RECEIPT,11,PO-DL005-20251019-895,12
2025-10-19,DL002,TYRE-225-55-18,ISSUE,1,JO-DL002-20251019-4274,3
2025-10-19,DL006,BATT-12V-60AH,ISSUE,1,JO-DL006-20251019-9317,1
2025-10-19,DL003,HV-MODULE-MG,ISSUE,1,JO-DL003-20251019-7031,1
2025-10-19,DL007,BMS-FUSE-MG,ISSUE,1,JO-DL007-20251019-6905,1
2025-10-19,DL006,TYRE-225-55-18,RECEIPT,3,PO-DL006-20251019-359,4
2025-10-20,DL002,BATT-12V-70AH,ISSUE,1,JO-DL002-20251020-5739,2
2025-10-20,DL004,OBD-HARNESS-MG,ISSUE,1,JO-DL004-20251020-7407,2
2025-10-20,DL004,AIR-FILTER-MG,ISSUE,1,JO-DL004-20251020-3042,4
2025-10-20,DL002,TYRE-215-60-17,ISSUE,1,JO-DL002-20251020-5551,2
2025-10-21,DL005,BR-PAD-F-MG,ISSUE,1,JO-DL005-20251021-1644,1
2025-10-21,DL001,OIL-FILTER-MG,ISSUE,1,JO-DL001-20251021-6238,20
2025-10-21,DL007,OIL-FILTER-MG,ISSUE,1,JO-DL007-20251021-1182,28
2025-10-21,DL001,AIR-FILTER-MG,ISSUE,1,JO-DL001-20251021-4584,3
2025-10-21,DL001,THERMOSTAT-MG,ISSUE,1,JO-DL001-20251021-1241,2
2025-10-21,DL003,BR-PAD-F-MG,RECEIPT,4,PO-DL003-20251021-559,5
2025-10-21,DL004,OIL-FILTER-MG,ISSUE,1,JO-DL004-20251021-4654,13
2025-10-22,DL002,BR-PAD-F-MG,ISSUE,1,JO-DL002-20251022-5648,4
2025-10-22,DL003,WIPER-BLADE-MG,ISSUE,1,JO-DL003-20251022-7440,5
2025-10-22,DL005,HV-MODULE-MG,RECEIPT,1,PO-DL005-20251022-243,2
2025-10-22,DL006,BATT-12V-60AH,RECEIPT,3,PO-DL006-20251022-605,4
2025-10-22,DL008,AIR-FILTER-MG,ISSUE,1,JO-DL008-20251022-2229,8
2025-10-22,DL001,BATT-12V-60AH,ISSUE,1,JO-DL001-20251022-7739,1
2025-10-22,DL004,OIL-5W30-4L,ISSUE,1,JO-DL004-20251022-8247,13
2025-10-22,DL003,BMS-FUSE-MG,ISSUE,1,JO-DL003-20251022-6622,2
2025-10-22,DL005,OIL-5W30-4L,ISSUE,1,JO-DL005-20251022-8667,8
2025-10-22,DL005,OIL-FILTER-MG,ISSUE,1,JO-DL005-20251022-6326,4
2025-10-22,DL002,OIL-5W30-4L,ISSUE,1,JO-DL002-20251022-9952,9
2025-10-22,DL001,AIR-FILTER-MG,ISSUE,1,JO-DL001-20251022-6435,2
2025-10-23,DL006,BATT-12V-70AH,ISSUE,1,JO-DL006-20251023-7932,2
2025-10-23,DL004,AIR-FILTER-MG,ISSUE,1,JO-DL004-20251023-4641,3
2025-10-23,DL002,OIL-5W30-4L,ISSUE,1,JO-DL002-20251023-8387,8
2025-10-23,DL004,OIL-5W30-4L,ISSUE,1,JO-DL004-20251023-9957,12
2025-10-23,DL007,TYRE-225-55-18,ISSUE,1,JO-DL007-20251023-3381,3
2025-10-23,DL003,WIPER-BLADE-MG,ISSUE,1,JO-DL003-20251023-5174,4
2025-10-23,DL007,OIL-5W30-4L,ISSUE,1,JO-DL007-20251023-4096,9
2025-10-23,DL002,AIR-FILTER-MG,ISSUE,1,JO-DL002-20251023-3236,1
2025-10-23,DL003,OIL-FILTER-MG,ISSUE,1,JO-DL003-20251023-1579,1
2025-10-23,DL005,WIPER-BLADE-MG,ISSUE,1,JO-DL005-20251023-9636,6
2025-10-23,DL006,TYRE-215-60-17,ISSUE,1,JO-DL006-20251023-3917,2
2025-10-24,DL008,BMS-FUSE-MG,ISSUE,1,JO-DL008-20251024-1571,1
2025-10-24,DL005,BR-PAD-R-MG,ISSUE,1,JO-DL005-20251024-9790,2
2025-10-24,DL007,BATT-12V-60AH,ISSUE,1,JO-DL007-20251024-5214,1
2025-10-24,DL007,BR-FLUID-DOT4,ISSUE,1,JO-DL007-20251024-4512,3
2025-10-24,DL005,BR-PAD-F-MG,ISSUE,1,JO-DL005-20251024-4598,3
2025-10-24,DL006,CABIN-FILTER-MG,ISSUE,1,JO-DL006-20251024-2893,7
2025-10-24,DL008,OIL-FILTER-MG,ISSUE,1,JO-DL008-20251024-2105,4
2025-10-24,DL001,OIL-FILTER-MG,ISSUE,1,JO-DL001-20251024-7275,19
2025-10-24,DL005,OIL-5W30-4L,ISSUE,1,JO-DL005-20251024-2834,7
2025-10-24,DL006,OBD-HARNESS-MG,ISSUE,1,JO-DL006-20251024-4566,1
2025-10-24,DL001,TYRE-225-55-18,ISSUE,1,JO-DL001-20251024-4920,3
2025-10-25,DL004,TYRE-225-55-18,ISSUE,1,JO-DL004-20251025-8331,2
2025-10-25,DL004,OIL-5W30-4L,ISSUE,1,JO-DL004-20251025-8551,11
2025-10-25,DL001,BATT-12V-60AH,RECEIPT,3,PO-DL001-20251025-112,4
2025-10-25,DL004,WIPER-BLADE-MG,ISSUE,1,JO-DL004-20251025-1319,7
2025-10-26,DL002,OBD-HARNESS-MG,ISSUE,1,JO-DL002-20251026-6286,2
2025-10-26,DL002,BMS-FUSE-MG,ISSUE,1,JO-DL002-20251026-7382,1
2025-10-26,DL006,BR-PAD-F-MG,ISSUE,1,JO-DL006-20251026-9222,2
2025-10-26,DL002,BR-FLUID-DOT4,ISSUE,1,JO-DL002-20251026-4138,6
2025-10-26,DL006,WIPER-BLADE-MG,ISSUE,1,JO-DL006-20251026-9072,4
2025-10-26,DL005,TYRE-215-60-17,ISSUE,1,JO-DL005-20251026-3579,2
2025-10-26,DL005,BR-PAD-F-MG,RECEIPT,3,PO-DL005-20251026-119,4
2025-10-26,DL004,OIL-5W30-4L,ISSUE,1,JO-DL004-20251026-6532,10
2025-10-26,DL002,TYRE-215-60-17,ISSUE,1,JO-DL002-20251026-2375,1
2025-10-26,DL002,COOLANT-1L,ISSUE,1,JO-DL002-20251026-3853,5
2025-10-26,DL002,AIR-FILTER-MG,RECEIPT,10,PO-DL002-20251026-434,11
2025-10-26,DL003,OIL-FILTER-MG,RECEIPT,30,PO-DL003-20251026-454,31
2025-10-27,DL007,BATT-12V-60AH,RECEIPT,3,PO-DL007-20251027-493,4
2025-10-27,DL004,OIL-5W30-4L,ISSUE,1,JO-DL004-20251027-1447,9
2025-10-27,DL008,BATT-12V-70AH,ISSUE,1,JO-DL008-20251027-9069,1
2025-10-27,DL001,OIL-FILTER-MG,ISSUE,1,JO-DL001-20251027-9890,18
2025-10-27,DL008,COOLANT-1L,ISSUE,1,JO-DL008-20251027-4051,11
2025-10-27,DL001,THERMOSTAT-MG,RECEIPT,2,PO-DL001-20251027-375,3
2025-10-28,DL004,OIL-FILTER-MG,ISSUE,1,JO-DL004-20251028-7681,12
2025-10-28,DL003,BMS-FUSE-MG,RECEIPT,2,PO-DL003-20251028-532,3
2025-10-28,DL004,BATT-12V-60AH,ISSUE,1,JO-DL004-20251028-3318,3
2025-10-28,DL001,COOLANT-1L,ISSUE,1,JO-DL001-20251028-6185,5
2025-10-28,DL006,BMS-FUSE-MG,ISSUE,1,JO-DL006-20251028-4570,1
2025-10-28,DL003,TYRE-215-60-17,ISSUE,1,JO-DL003-20251028-2656,4
2025-10-28,DL005,OIL-5W30-4L,ISSUE,1,JO-DL005-20251028-9388,6
2025-10-29,DL006,BATT-12V-70AH,ISSUE,1,JO-DL006-20251029-5153,1
2025-10-29,DL003,BATT-12V-70AH,ISSUE,1,JO-DL003-20251029-5185,1
2025-10-29,DL001,TYRE-225-55-18,ISSUE,1,JO-DL001-20251029-8739,2
2025-10-29,DL005,OIL-5W30-4L,ISSUE,1,JO-DL005-20251029-3533,5
2025-10-29,DL008,TYRE-215-60-17,ISSUE,1,JO-DL008-20251029-6525,2
2025-10-30,DL008,BATT-12V-70AH,RECEIPT,2,PO-DL008-20251030-533,3
2025-10-30,DL006,TYRE-215-60-17,ISSUE,1,JO-DL006-20251030-4872,1
2025-10-30,DL007,OIL-5W30-4L,ISSUE,1,JO-DL007-20251030-9645,8
2025-10-30,DL008,OIL-FILTER-MG,ISSUE,1,JO-DL008-20251030-9000,3
2025-10-30,DL007,OBD-HARNESS-MG,ISSUE,1,JO-DL007-20251030-5886,1
2025-10-30,DL002,TYRE-225-55-18,ISSUE,1,JO-DL002-20251030-8594,2
2025-10-30,DL004,OIL-FILTER-MG,ISSUE,1,JO-DL004-20251030-3539,11
2025-10-31,DL003,AIR-FILTER-MG,ISSUE,1,JO-DL003-20251031-3359,5
2025-10-31,DL002,BR-FLUID-DOT4,ISSUE,1,JO-DL002-20251031-4506,5
2025-10-31,DL005,COOLANT-1L,ISSUE,1,JO-DL005-20251031-9021,11
2025-10-31,DL002,OIL-FILTER-MG,ISSUE,1,JO-DL002-20251031-6885,8
2025-10-31,DL001,WIPER-BLADE-MG,ISSUE,1,JO-DL001-20251031-4629,9
2025-10-31,DL006,OIL-5W30-4L,ISSUE,1,JO-DL006-20251031-8969,11
2025-10-31,DL006,OBD-HARNESS-MG,RECEIPT,2,PO-DL006-20251031-807,3
2025-11-01,DL006,BATT-12V-60AH,ISSUE,1,JO-DL006-20251101-5253,3
2025-11-01,DL003,THERMOSTAT-MG,ISSUE,1,JO-DL003-20251101-4496,3
2025-11-01,DL003,AIR-FILTER-MG,ISSUE,1,JO-DL003-20251101-9871,4
2025-11-01,DL001,BR-PAD-F-MG,ISSUE,1,JO-DL001-20251101-4920,1
2025-11-01,DL002,OIL-FILTER-MG,ISSUE,1,JO-DL002-20251101-1510,7
2025-11-01,DL001,CABIN-FILTER-MG,ISSUE,1,JO-DL001-20251101-5821,1
2025-11-01,DL006,COOLANT-1L,ISSUE,1,JO-DL006-20251101-5621,6
2025-11-01,DL001,BR-PAD-R-MG,ISSUE,1,JO-DL001-20251101-3076,3
2025-11-01,DL003,BR-FLUID-DOT4,ISSUE,1,JO-DL003-20251101-5042,7
2025-11-01,DL001,TYRE-225-55-18,ISSUE,1,JO-DL001-20251101-3587,1
2025-11-01,DL006,BATT-12V-70AH,RECEIPT,2,PO-DL006-20251101-122,3
2025-11-01,DL003,BATT-12V-70AH,RECEIPT,2,PO-DL003-20251101-215,3
2025-11-02,DL004,OIL-5W30-4L,ISSUE,1,JO-DL004-20251102-2328,8
2025-11-02,DL003,BATT-12V-60AH,ISSUE,1,JO-DL003-20251102-7558,1
