DealerCode,Region,CompanyCode,CreatedOn,CreatedOnTime,Zone,DealerName,DealerCity,LicensePlateNumber,VIN,Status,ServiceType,ModelSalesCode,ModelSalesCodeDescription,Color,Mileage,OrderItem,LabPart,MaterialGroup,DescriptionOne,OrderQuantity,UnitPrice,NetValue,Tax,TotalValue,GrossValue,KeyField,IssueType,WarrantyContribution,InsuranceContribution,DiscountContribution
DL006,West,MG001,2024-07-15,09:21:36,West,MG Motors Pune,Pune,TS04BA9698,MZ7XHEN00100058,CLOSED,OIL_CHANGE,HECTOR,MG Hector,Candy White,112500.0,3E10EE7D-01,PART,CONSUMABLE,OIL 5W30 4L,1.0,822.04,822.04,147.97,970.01,970.01,WO-3E10EE7D,WTY,683.83,0.0,22.35
DL006,West,MG001,2024-07-15,09:21:36,West,MG Motors Pune,Pune,MH46BA4474,MZ7XHEN00100058,CLOSED,OIL_CHANGE,HECTOR,MG Hector,Candy White,112500.0,3E10EE7D-02,PART,FILTER,OIL FILTER,1.0,225.26,225.26,40.55,265.81,265.81,WO-3E10EE7D,WTY,207.25,0.0,12.32
DL006,West,MG001,2024-07-15,09:21:36,West,MG Motors Pune,Pune,DL57AC7058,MZ7XHEN00100058,CLOSED,OIL_CHANGE,HECTOR,MG Hector,Candy White,112500.0,3E10EE7D-03,LAB,LABOUR,LABOUR OIL,1.0,330.12,330.12,59.42,389.54,389.54,WO-3E10EE7D,WTY,331.36,0.0,9.89
DL006,West,MG001,2024-09-28,09:21:36,West,MG Motors Pune,Pune,WB23BB5520,MZ7XHEN00100058,CLOSED,OIL_CHANGE,HECTOR,MG Hector,Candy White,120000.0,B7FA5F82-01,PART,CONSUMABLE,OIL 5W30 4L,1.0,946.4,946.4,170.35,1116.75,1116.75,WO-B7FA5F82,PAID,0.0,94.39,16.42
DL006,West,MG001,2024-09-28,09:21:36,West,MG Motors Pune,Pune,DL83AB2819,MZ7XHEN00100058,CLOSED,OIL_CHANGE,HECTOR,MG Hector,Candy White,120000.0,B7FA5F82-02,PART,FILTER,OIL FILTER,1.0,232.96,232.96,41.93,274.89,274.89,WO-B7FA5F82,PAID,0.0,27.14,5.96
DL006,West,MG001,2024-09-28,09:21:36,West,MG Motors Pune,Pune,TS31AA9718,MZ7XHEN00100058,CLOSED,OIL_CHANGE,HECTOR,MG Hector,Candy White,120000.0,B7FA5F82-03,LAB,LABOUR,LABOUR OIL,1.0,343.92,343.92,61.91,405.83,405.83,WO-B7FA5F82,PAID,0.0,4.31,0.72
DL006,West,MG001,2024-09-28,09:21:36,West,MG Motors Pune,Pune,MH29AC9112,MZ7XHEN00100058,CLOSED,TYRE_ROTATION,HECTOR,MG Hector,Candy White,120000.0,C09481EA-01,LAB,LABOUR,LABOUR TYRE,1.0,324.04,324.04,58.33,382.37,382.37,WO-C09481EA,WTY,349.77,0.0,7.49
DL006,West,MG001,2024-09-28,09:21:36,West,MG Motors Pune,Pune,DL13AB9245,MZ7XHEN00100058,CLOSED,FULL_SERVICE,HECTOR,MG Hector,Candy White,120000.0,7B998901-01,PART,CONSUMABLE,OIL 5W30 4L,1.0,869.53,869.53,156.52,1026.05,1026.05,WO-7B998901,PAID,0.0,59.1,30.59
DL006,West,MG001,2024-09-28,09:21:36,West,MG Motors Pune,Pune,TN22AC2137,MZ7XHEN00100058,CLOSED,FULL_SERVICE,HECTOR,MG Hector,Candy White,120000.0,7B998901-02,PART,FILTER,OIL FILTER,1.0,270.78,270.78,48.74,319.52,319.52,WO-7B998901,PAID,0.0,39.76,11.81
DL006,West,MG001,2024-09-28,09:21:36,West,MG Motors Pune,Pune,DL86BA8011,MZ7XHEN00100058,CLOSED,FULL_SERVICE,HECTOR,MG Hector,Candy White,120000.0,7B998901-03,PART,FILTER,AIR FILTER,1.0,449.99,449.99,81.0,530.99,530.99,WO-7B998901,PAID,0.0,35.27,12.09
DL006,West,MG001,2024-09-28,09:21:36,West,MG Motors Pune,Pune,MH22AA6769,MZ7XHEN00100058,CLOSED,FULL_SERVICE,HECTOR,MG Hector,Candy White,120000.0,7B998901-04,PART,FILTER,FUEL FILTER,1.0,433.51,433.51,78.03,511.54,511.54,WO-7B998901,PAID,0.0,18.16,6.75
DL006,West,MG001,2024-09-28,09:21:36,West,MG Motors Pune,Pune,TN61AA1740,MZ7XHEN00100058,CLOSED,FULL_SERVICE,HECTOR,MG Hector,Candy White,120000.0,7B998901-05,LAB,LABOUR,LABOUR FULL,1.0,1975.63,1975.63,355.61,2331.24,2331.24,WO-7B998901,PAID,0.0,271.9,56.92
DL005,South,MG001,2024-09-28,09:21:36,South,MG Motors Hyderabad,Hyderabad,MH13AC6499,MZ7XHEN00100058,CLOSED,AC_SERVICE,HECTOR,MG Hector,Candy White,120000.0,65175DCB-01,PART,CONSUMABLE,AC GAS R134,1.0,757.58,757.58,136.36,893.94,893.94,WO-65175DCB,PAID,0.0,29.91,6.55
DL005,South,MG001,2024-09-28,09:21:36,South,MG Motors Hyderabad,Hyderabad,TS85BA5153,MZ7XHEN00100058,CLOSED,AC_SERVICE,HECTOR,MG Hector,Candy White,120000.0,65175DCB-02,PART,FILTER,CABIN FILTER,1.0,635.78,635.78,114.44,750.22,750.22,WO-65175DCB,PAID,0.0,110.25,37.13
DL005,South,MG001,2024-09-28,09:21:36,South,MG Motors Hyderabad,Hyderabad,GJ67BB8935,MZ7XHEN00100058,CLOSED,AC_SERVICE,HECTOR,MG Hector,Candy White,120000.0,65175DCB-03,LAB,LABOUR,LABOUR AC,1.0,645.72,645.72,116.23,761.95,761.95,WO-65175DCB,PAID,0.0,2.07,13.43
DL006,West,MG001,2024-09-28,09:21:36,West,MG Motors Pune,Pune,TN85AB6852,MZ7XHEN00100058,CLOSED,COOLANT_FLUSH,HECTOR,MG Hector,Candy White,120000.0,BE0FDAFF-01,PART,CONSUMABLE,COOLANT OAT,1.0,991.29,991.29,178.43,1169.72,1169.72,WO-BE0FDAFF,PAID,0.0,4.85,57.24
DL006,West,MG001,2024-09-28,09:21:36,West,MG Motors Pune,Pune,WB47AB2462,MZ7XHEN00100058,CLOSED,COOLANT_FLUSH,HECTOR,MG Hector,Candy White,120000.0,BE0FDAFF-02,LAB,LABOUR,LABOUR COOL,1.0,549.35,549.35,98.88,648.23,648.23,WO-BE0FDAFF,PAID,0.0,31.68,24.02
DL006,West,MG001,2024-12-12,09:21:36,West,MG Motors Pune,Pune,PB68AB5346,MZ7XHEN00100058,CLOSED,OIL_CHANGE,HECTOR,MG Hector,Candy White,127500.0,06B3D556-01,PART,CONSUMABLE,OIL 5W30 4L,1.0,927.75,927.75,167.0,1094.75,1094.75,WO-06B3D556,PAID,0.0,211.39,48.01
DL006,West,MG001,2024-12-12,09:21:36,West,MG Motors Pune,Pune,WB36AC4122,MZ7XHEN00100058,CLOSED,OIL_CHANGE,HECTOR,MG Hector,Candy White,127500.0,06B3D556-02,PART,FILTER,OIL FILTER,1.0,271.03,271.03,48.79,319.82,319.82,WO-06B3D556,PAID,0.0,22.31,5.3
DL006,West,MG001,2024-12-12,09:21:36,West,MG Motors Pune,Pune,MH56BA6685,MZ7XHEN00100058,CLOSED,OIL_CHANGE,HECTOR,MG Hector,Candy White,127500.0,06B3D556-03,LAB,LABOUR,LABOUR OIL,1.0,308.22,308.22,55.48,363.7,363.7,WO-06B3D556,PAID,0.0,37.83,6.24
DL004,South,MG001,2024-07-17,22:04:48,South,MG Motors Chennai,Chennai,KA67AC3664,MZ7XHEM00100059,CLOSED,OIL_CHANGE,HECTOR,MG Hector,Nordic Blue,45000.0,EE936569-01,PART,CONSUMABLE,OIL 5W30 4L,1.0,899.79,899.79,161.96,1061.75,1061.75,WO-EE936569,PAID,0.0,145.57,24.76
DL004,South,MG001,2024-07-17,22:04:48,South,MG Motors Chennai,Chennai,DL59AA4560,MZ7XHEM00100059,CLOSED,OIL_CHANGE,HECTOR,MG Hector,Nordic Blue,45000.0,EE936569-02,PART,FILTER,OIL FILTER,1.0,210.36,210.36,37.86,248.22,248.22,WO-EE936569,PAID,0.0,14.31,9.93
DL004,South,MG001,2024-07-17,22:04:48,South,MG Motors Chennai,Chennai,TS01BA6771,MZ7XHEM00100059,CLOSED,OIL_CHANGE,HECTOR,MG Hector,Nordic Blue,45000.0,EE936569-03,LAB,LABOUR,LABOUR OIL,1.0,356.6,356.6,64.19,420.79,420.79,WO-EE936569,PAID,0.0,49.91,1.12
DL004,South,MG001,2024-07-17,22:04:48,South,MG Motors Chennai,Chennai,KA12AC3337,MZ7XHEM00100059,CLOSED,BRAKE_CHECK,HECTOR,MG Hector,Nordic Blue,45000.0,1948B380-01,PART,SPARE,BRAKE PAD F,1.0,2377.15,2377.15,427.89,2805.04,2805.04,WO-1948B380,WTY,2258.24,0.0,39.73
DL004,South,MG001,2024-07-17,22:04:48,South,MG Motors Chennai,Chennai,MH38AB1526,MZ7XHEM00100059,CLOSED,BRAKE_CHECK,HECTOR,MG Hector,Nordic Blue,45000.0,1948B380-02,PART,SPARE,BRAKE PAD R,1.0,2495.91,2495.91,449.26,2945.17,2945.17,WO-1948B380,WTY,2235.44,0.0,86.18
DL004,South,MG001,2024-07-17,22:04:48,South,MG Motors Chennai,Chennai,WB55BA2607,MZ7XHEM00100059,CLOSED,BRAKE_CHECK,HECTOR,MG Hector,Nordic Blue,45000.0,1948B380-03,LAB,LABOUR,LABOUR BRAKE,1.0,1083.91,1083.91,195.1,1279.01,1279.01,WO-1948B380,WTY,1031.38,0.0,51.91
DL005,South,MG001,2024-01-21,08:50:31,South,MG Motors Hyderabad,Hyderabad,KA88AB5096,MZ7XZSM00100060,CLOSED,BRAKE_CHECK,ZSEV,MG ZS EV,Nordic Blue,135000.0,D7CAD2CB-01,PART,SPARE,BRAKE PAD F,1.0,2259.95,2259.95,406.79,2666.74,2666.74,WO-D7CAD2CB,WTY,2215.38,0.0,116.79
DL005,South,MG001,2024-01-21,08:50:31,South,MG Motors Hyderabad,Hyderabad,MH39BB8555,MZ7XZSM00100060,CLOSED,BRAKE_CHECK,ZSEV,MG ZS EV,Nordic Blue,135000.0,D7CAD2CB-02,PART,SPARE,BRAKE PAD R,1.0,1635.69,1635.69,294.42,1930.11,1930.11,WO-D7CAD2CB,WTY,1672.03,0.0,29.05
DL005,South,MG001,2024-01-21,08:50:31,South,MG Motors Hyderabad,Hyderabad,WB13AB9627,MZ7XZSM00100060,CLOSED,BRAKE_CHECK,ZSEV,MG ZS EV,Nordic Blue,135000.0,D7CAD2CB-03,LAB,LABOUR,LABOUR BRAKE,1.0,1127.5,1127.5,202.95,1330.45,1330.45,WO-D7CAD2CB,WTY,1081.38,0.0,58.27
DL001,North,MG001,2024-03-14,00:00:00,North,MG Motors New Delhi,New Delhi,WB60BA7721,MZ7XZSM00100060,CLOSED,TYRE_ROTATION,ZSEV,MG ZS EV,Nordic Blue,140000.0,D3F52B07-01,LAB,LABOUR,LABOUR TYRE,1.0,386.98,386.98,69.66,456.64,456.64,WO-D3F52B07,WTY,417.27,0.0,10.69
DL001,North,MG001,2024-03-14,00:00:00,North,MG Motors New Delhi,New Delhi,KA79AC4975,MZ7XZSM00100060,CLOSED,FULL_SERVICE,ZSEV,MG ZS EV,Nordic Blue,140000.0,DDA03E82-01,PART,FILTER,AIR FILTER,1.0,407.93,407.93,73.43,481.36,481.36,WO-DDA03E82,PAID,0.0,73.82,2.13
DL001,North,MG001,2024-03-14,00:00:00,North,MG Motors New Delhi,New Delhi,TS07BA3063,MZ7XZSM00100060,CLOSED,FULL_SERVICE,ZSEV,MG ZS EV,Nordic Blue,140000.0,DDA03E82-02,PART,FILTER,CABIN FILTER,1.0,674.1,674.1,121.34,795.44,795.44,WO-DDA03E82,PAID,0.0,59.36,24.69
DL001,North,MG001,2024-03-14,00:00:00,North,MG Motors New Delhi,New Delhi,PB07AA1896,MZ7XZSM00100060,CLOSED,FULL_SERVICE,ZSEV,MG ZS EV,Nordic Blue,140000.0,DDA03E82-03,PART,SPARE,WIPER BLADE,1.0,520.88,520.88,93.76,614.64,614.64,WO-DDA03E82,PAID,0.0,0.73,24.82
DL001,North,MG001,2024-03-14,00:00:00,North,MG Motors New Delhi,New Delhi,MH38BB8888,MZ7XZSM00100060,CLOSED,FULL_SERVICE,ZSEV,MG ZS EV,Nordic Blue,140000.0,DDA03E82-04,LAB,LABOUR,TYRE CHECK LAB,1.0,381.05,381.05,68.59,449.64,449.64,WO-DDA03E82,PAID,0.0,88.68,2.41
DL001,North,MG001,2024-03-14,00:00:00,North,MG Motors New Delhi,New Delhi,DL90AB9458,MZ7XZSM00100060,CLOSED,FULL_SERVICE,ZSEV,MG ZS EV,Nordic Blue,140000.0,DDA03E82-05,LAB,LABOUR,SW UPDATE LAB,1.0,776.24,776.24,139.72,915.96,915.96,WO-DDA03E82,PAID,0.0,158.34,5.56
DL001,North,MG001,2024-03-14,00:00:00,North,MG Motors New Delhi,New Delhi,TN87AB5929,MZ7XZSM00100060,CLOSED,FULL_SERVICE,ZSEV,MG ZS EV,Nordic Blue,140000.0,DDA03E82-06,LAB,LABOUR,LABOUR FULL,1.0,1086.49,1086.49,195.57,1282.06,1282.06,WO-DDA03E82,PAID,0.0,189.85,31.75
DL001,North,MG001,2024-03-14,00:00:00,North,MG Motors New Delhi,New Delhi,TN15AA1000,MZ7XZSM00100060,CLOSED,HV_BATTERY_INSPECT,ZSEV,MG ZS EV,Nordic Blue,140000.0,E4C22F05-01,LAB,LABOUR,DIAG HV BAT,1.0,2136.53,2136.53,384.58,2521.11,2521.11,WO-E4C22F05,PAID,0.0,406.21,78.62
DL001,North,MG001,2024-03-14,00:00:00,North,MG Motors New Delhi,New Delhi,TN27AA8761,MZ7XZSM00100060,CLOSED,HV_BATTERY_INSPECT,ZSEV,MG ZS EV,Nordic Blue,140000.0,E4C22F05-02,LAB,LABOUR,BMS CALIBRATE,1.0,907.12,907.12,163.28,1070.4,1070.4,WO-E4C22F05,PAID,0.0,188.37,27.82
DL001,North,MG001,2024-06-27,06:18:56,North,MG Motors New Delhi,New Delhi,PB24AB9957,MZ7XZSM00100060,CLOSED,TYRE_ROTATION,ZSEV,MG ZS EV,Nordic Blue,150000.0,58DC3FDB-01,LAB,LABOUR,LABOUR TYRE,1.0,278.14,278.14,50.07,328.21,328.21,WO-58DC3FDB,WTY,320.93,0.0,4.92
DL001,North,MG001,2024-06-27,06:18:56,North,MG Motors New Delhi,New Delhi,KA82AA4027,MZ7XZSM00100060,CLOSED,AC_SERVICE,ZSEV,MG ZS EV,Nordic Blue,150000.0,7D132D1A-01,PART,CONSUMABLE,AC GAS R134,1.0,731.74,731.74,131.71,863.45,863.45,WO-7D132D1A,PAID,0.0,113.66,5.32
DL001,North,MG001,2024-06-27,06:18:56,North,MG Motors New Delhi,New Delhi,TN61BA5751,MZ7XZSM00100060,CLOSED,AC_SERVICE,ZSEV,MG ZS EV,Nordic Blue,150000.0,7D132D1A-02,PART,FILTER,CABIN FILTER,1.0,542.51,542.51,97.65,640.16,640.16,WO-7D132D1A,PAID,0.0,95.33,7.7
DL001,North,MG001,2024-06-27,06:18:56,North,MG Motors New Delhi,New Delhi,GJ86AC7409,MZ7XZSM00100060,CLOSED,AC_SERVICE,ZSEV,MG ZS EV,Nordic Blue,150000.0,7D132D1A-03,LAB,LABOUR,LABOUR AC,1.0,615.78,615.78,110.84,726.62,726.62,WO-7D132D1A,PAID,0.0,14.54,21.39
DL001,North,MG001,2024-10-10,12:37:53,North,MG Motors New Delhi,New Delhi,TS59AA7380,MZ7XZSM00100060,CLOSED,TYRE_ROTATION,ZSEV,MG ZS EV,Nordic Blue,160000.0,586111EA-01,LAB,LABOUR,LABOUR TYRE,1.0,292.79,292.79,52.7,345.49,345.49,WO-586111EA,PAID,0.0,56.21,2.56
DL001,North,MG001,2024-10-10,12:37:53,North,MG Motors New Delhi,New Delhi,DL46AB8666,MZ7XZSM00100060,CLOSED,FULL_SERVICE,ZSEV,MG ZS EV,Nordic Blue,160000.0,B9638FF0-01,PART,FILTER,AIR FILTER,1.0,593.53,593.53,106.84,700.37,700.37,WO-B9638FF0,WTY,677.93,0.0,21.71
DL001,North,MG001,2024-10-10,12:37:53,North,MG Motors New Delhi,New Delhi,KA46BB9244,MZ7XZSM00100060,CLOSED,FULL_SERVICE,ZSEV,MG ZS EV,Nordic Blue,160000.0,B9638FF0-02,PART,FILTER,CABIN FILTER,1.0,764.73,764.73,137.65,902.38,902.38,WO-B9638FF0,WTY,755.75,0.0,0.41
DL001,North,MG001,2024-10-10,12:37:53,North,MG Motors New Delhi,New Delhi,MH23AB6764,MZ7XZSM00100060,CLOSED,FULL_SERVICE,ZSEV,MG ZS EV,Nordic Blue,160000.0,B9638FF0-03,PART,SPARE,WIPER BLADE,1.0,463.23,463.23,83.38,546.61,546.61,WO-B9638FF0,WTY,530.63,0.0,14.35
DL001,North,MG001,2024-10-10,12:37:53,North,MG Motors New Delhi,New Delhi,KA36AC7454,MZ7XZSM00100060,CLOSED,FULL_SERVICE,ZSEV,MG ZS EV,Nordic Blue,160000.0,B9638FF0-04,LAB,LABOUR,TYRE CHECK LAB,1.0,496.78,496.78,89.42,586.2,586.2,WO-B9638FF0,WTY,509.38,0.0,13.47
DL001,North,MG001,2024-10-10,12:37:53,North,MG Motors New Delhi,New Delhi,PB78AB9306,MZ7XZSM00100060,CLOSED,FULL_SERVICE,ZSEV,MG ZS EV,Nordic Blue,160000.0,B9638FF0-05,LAB,LABOUR,SW UPDATE LAB,1.0,527.28,527.28,94.91,622.19,622.19,WO-B9638FF0,WTY,592.2,0.0,15.05
DL001,North,MG001,2024-10-10,12:37:53,North,MG Motors New Delhi,New Delhi,GJ76BB6703,MZ7XZSM00100060,CLOSED,FULL_SERVICE,ZSEV,MG ZS EV,Nordic Blue,160000.0,B9638FF0-06,LAB,LABOUR,LABOUR FULL,1.0,1465.24,1465.24,263.74,1728.98,1728.98,WO-B9638FF0,WTY,1482.83,0.0,11.19
DL001,North,MG001,2024-10-10,12:37:53,North,MG Motors New Delhi,New Delhi,TN13AA9182,MZ7XZSM00100060,CLOSED,HV_BATTERY_INSPECT,ZSEV,MG ZS EV,Nordic Blue,160000.0,F650CE87-01,LAB,LABOUR,DIAG HV BAT,1.0,1267.57,1267.57,228.16,1495.73,1495.73,WO-F650CE87,PAID,0.0,8.83,54.81
DL001,North,MG001,2024-10-10,12:37:53,North,MG Motors New Delhi,New Delhi,TN14AB7292,MZ7XZSM00100060,CLOSED,HV_BATTERY_INSPECT,ZSEV,MG ZS EV,Nordic Blue,160000.0,F650CE87-02,LAB,LABOUR,BMS CALIBRATE,1.0,1453.96,1453.96,261.71,1715.67,1715.67,WO-F650CE87,PAID,0.0,163.47,65.19
DL007,East,MG001,2024-02-19,01:46:06,East,MG Motors Kolkata,Kolkata,MH57AC1482,MZ7XHEN00100061,CLOSED,TYRE_ROTATION,HECTOR,MG Hector,Aurora Silver,80000.0,55DB2657-01,LAB,LABOUR,LABOUR TYRE,1.0,212.39,212.39,38.23,250.62,250.62,WO-55DB2657,PAID,0.0,12.56,0.47
DL006,West,MG001,2024-02-19,01:46:06,West,MG Motors Pune,Pune,TN26AC9046,MZ7XHEN00100061,CLOSED,FULL_SERVICE,HECTOR,MG Hector,Aurora Silver,80000.0,4C3412AD-01,PART,CONSUMABLE,OIL 5W30 4L,1.0,889.9,889.9,160.18,1050.08,1050.08,WO-4C3412AD,WTY,777.02,0.0,33.47
DL006,West,MG001,2024-02-19,01:46:06,West,MG Motors Pune,Pune,KA56BB4150,MZ7XHEN00100061,CLOSED,FULL_SERVICE,HECTOR,MG Hector,Aurora Silver,80000.0,4C3412AD-02,PART,FILTER,OIL FILTER,1.0,223.75,223.75,40.27,264.02,264.02,WO-4C3412AD,WTY,207.47,0.0,2.66
DL006,West,MG001,2024-02-19,01:46:06,West,MG Motors Pune,Pune,MH27AA3302,MZ7XHEN00100061,CLOSED,FULL_SERVICE,HECTOR,MG Hector,Aurora Silver,80000.0,4C3412AD-03,PART,FILTER,AIR FILTER,1.0,425.81,425.81,76.65,502.46,502.46,WO-4C3412AD,WTY,355.38,0.0,24.11
DL006,West,MG001,2024-02-19,01:46:06,West,MG Motors Pune,Pune,MH44AB9653,MZ7XHEN00100061,CLOSED,FULL_SERVICE,HECTOR,MG Hector,Aurora Silver,80000.0,4C3412AD-04,PART,FILTER,FUEL FILTER,1.0,573.32,573.32,103.2,676.52,676.52,WO-4C3412AD,WTY,546.54,0.0,13.8
DL006,West,MG001,2024-02-19,01:46:06,West,MG Motors Pune,Pune,PB65AC6840,MZ7XHEN00100061,CLOSED,FULL_SERVICE,HECTOR,MG Hector,Aurora Silver,80000.0,4C3412AD-05,LAB,LABOUR,LABOUR FULL,1.0,1596.94,1596.94,287.45,1884.39,1884.39,WO-4C3412AD,WTY,1789.64,0.0,53.74
DL007,East,MG001,2024-03-16,09:20:50,East,MG Motors Kolkata,Kolkata,WB10BB2280,MZ7XHEN00100061,CLOSED,OIL_CHANGE,HECTOR,MG Hector,Aurora Silver,82500.0,0DF88361-01,PART,CONSUMABLE,OIL 5W30 4L,1.0,827.57,827.57,148.96,976.53,976.53,WO-0DF88361,WTY,703.24,0.0,20.87
DL007,East,MG001,2024-03-16,09:20:50,East,MG Motors Kolkata,Kolkata,PB30AA9856,MZ7XHEN00100061,CLOSED,OIL_CHANGE,HECTOR,MG Hector,Aurora Silver,82500.0,0DF88361-02,PART,FILTER,OIL FILTER,1.0,192.72,192.72,34.69,227.41,227.41,WO-0DF88361,WTY,194.48,0.0,1.15
DL007,East,MG001,2024-03-16,09:20:50,East,MG Motors Kolkata,Kolkata,TS50AC2113,MZ7XHEN00100061,CLOSED,OIL_CHANGE,HECTOR,MG Hector,Aurora Silver,82500.0,0DF88361-03,LAB,LABOUR,LABOUR OIL,1.0,366.18,366.18,65.91,432.09,432.09,WO-0DF88361,WTY,331.5,0.0,20.32
DL003,South,MG001,2024-06-03,08:05:03,South,MG Motors Bangalore,Bangalore,TS52BB1928,MZ7XHEN00100061,CLOSED,OIL_CHANGE,HECTOR,MG Hector,Aurora Silver,90000.0,84246599-01,PART,CONSUMABLE,OIL 5W30 4L,1.0,814.96,814.96,146.69,961.65,961.65,WO-84246599,PAID,0.0,110.66,41.02
DL003,South,MG001,2024-06-03,08:05:03,South,MG Motors Bangalore,Bangalore,TS84AA1528,MZ7XHEN00100061,CLOSED,OIL_CHANGE,HECTOR,MG Hector,Aurora Silver,90000.0,84246599-02,PART,FILTER,OIL FILTER,1.0,234.59,234.59,42.23,276.82,276.82,WO-84246599,PAID,0.0,49.37,8.07
DL003,South,MG001,2024-06-03,08:05:03,South,MG Motors Bangalore,Bangalore,DL18AB9963,MZ7XHEN00100061,CLOSED,OIL_CHANGE,HECTOR,MG Hector,Aurora Silver,90000.0,84246599-03,LAB,LABOUR,LABOUR OIL,1.0,367.61,367.61,66.17,433.78,433.78,WO-84246599,PAID,0.0,22.63,7.26
DL006,West,MG001,2024-06-03,08:05:03,West,MG Motors Pune,Pune,MH73BB1579,MZ7XHEN00100061,CLOSED,TYRE_ROTATION,HECTOR,MG Hector,Aurora Silver,90000.0,69CA56BC-01,LAB,LABOUR,LABOUR TYRE,1.0,332.67,332.67,59.88,392.55,392.55,WO-69CA56BC,PAID,0.0,68.95,4.62
DL007,East,MG001,2024-06-03,08:05:03,East,MG Motors Kolkata,Kolkata,PB17AC1683,MZ7XHEN00100061,CLOSED,BRAKE_CHECK,HECTOR,MG Hector,Aurora Silver,90000.0,2513455D-01,PART,SPARE,BRAKE PAD F,1.0,2624.36,2624.36,472.38,3096.74,3096.74,WO-2513455D,WTY,2854.53,0.0,143.9
DL007,East,MG001,2024-06-03,08:05:03,East,MG Motors Kolkata,Kolkata,GJ56BA5971,MZ7XHEN00100061,CLOSED,BRAKE_CHECK,HECTOR,MG Hector,Aurora Silver,90000.0,2513455D-02,PART,SPARE,BRAKE PAD R,1.0,1604.06,1604.06,288.73,1892.79,1892.79,WO-2513455D,WTY,1606.94,0.0,21.32
DL007,East,MG001,2024-06-03,08:05:03,East,MG Motors Kolkata,Kolkata,DL04AB9752,MZ7XHEN00100061,CLOSED,BRAKE_CHECK,HECTOR,MG Hector,Aurora Silver,90000.0,2513455D-03,LAB,LABOUR,LABOUR BRAKE,1.0,1268.93,1268.93,228.41,1497.34,1497.34,WO-2513455D,WTY,1441.84,0.0,17.05
DL007,East,MG001,2024-06-03,08:05:03,East,MG Motors Kolkata,Kolkata,WB99BA3051,MZ7XHEN00100061,CLOSED,AC_SERVICE,HECTOR,MG Hector,Aurora Silver,90000.0,6D68255E-01,PART,CONSUMABLE,AC GAS R134,1.0,805.08,805.08,144.91,949.99,949.99,WO-6D68255E,WTY,670.15,0.0,22.9
DL007,East,MG001,2024-06-03,08:05:03,East,MG Motors Kolkata,Kolkata,PB16BB7024,MZ7XHEN00100061,CLOSED,AC_SERVICE,HECTOR,MG Hector,Aurora Silver,90000.0,6D68255E-02,PART,FILTER,CABIN FILTER,1.0,628.92,628.92,113.21,742.13,742.13,WO-6D68255E,WTY,614.52,0.0,5.11
DL007,East,MG001,2024-06-03,08:05:03,East,MG Motors Kolkata,Kolkata,TN30AA1164,MZ7XHEN00100061,CLOSED,AC_SERVICE,HECTOR,MG Hector,Aurora Silver,90000.0,6D68255E-03,LAB,LABOUR,LABOUR AC,1.0,640.72,640.72,115.33,756.05,756.05,WO-6D68255E,WTY,607.06,0.0,34.71
DL007,East,MG001,2024-08-21,06:49:15,East,MG Motors Kolkata,Kolkata,DL93AB1931,MZ7XHEN00100061,CLOSED,OIL_CHANGE,HECTOR,MG Hector,Aurora Silver,97500.0,E500234E-01,PART,CONSUMABLE,OIL 5W30 4L,1.0,977.67,977.67,175.98,1153.65,1153.65,WO-E500234E,PAID,0.0,183.01,32.77
DL007,East,MG001,2024-08-21,06:49:15,East,MG Motors Kolkata,Kolkata,DL41AC5001,MZ7XHEN00100061,CLOSED,OIL_CHANGE,HECTOR,MG Hector,Aurora Silver,97500.0,E500234E-02,PART,FILTER,OIL FILTER,1.0,187.66,187.66,33.78,221.44,221.44,WO-E500234E,PAID,0.0,5.61,2.0
DL007,East,MG001,2024-08-21,06:49:15,East,MG Motors Kolkata,Kolkata,MH85AA2251,MZ7XHEN00100061,CLOSED,OIL_CHANGE,HECTOR,MG Hector,Aurora Silver,97500.0,E500234E-03,LAB,LABOUR,LABOUR OIL,1.0,499.62,499.62,89.93,589.55,589.55,WO-E500234E,PAID,0.0,15.29,11.73
DL007,East,MG001,2024-09-16,14:24:00,East,MG Motors Kolkata,Kolkata,TN57AC7011,MZ7XHEN00100061,CLOSED,TYRE_ROTATION,HECTOR,MG Hector,Aurora Silver,100000.0,AB65A186-01,LAB,LABOUR,LABOUR TYRE,1.0,298.99,298.99,53.82,352.81,352.81,WO-AB65A186,WTY,324.78,0.0,6.3
DL005,South,MG001,2024-09-16,14:24:00,South,MG Motors Hyderabad,Hyderabad,MH07AC7731,MZ7XHEN00100061,CLOSED,FULL_SERVICE,HECTOR,MG Hector,Aurora Silver,100000.0,B17C9F99-01,PART,CONSUMABLE,OIL 5W30 4L,1.0,848.84,848.84,152.79,1001.63,1001.63,WO-B17C9F99,PAID,0.0,178.89,15.97
DL005,South,MG001,2024-09-16,14:24:00,South,MG Motors Hyderabad,Hyderabad,TN18BB4777,MZ7XHEN00100061,CLOSED,FULL_SERVICE,HECTOR,MG Hector,Aurora Silver,100000.0,B17C9F99-02,PART,FILTER,OIL FILTER,1.0,250.55,250.55,45.1,295.65,295.65,WO-B17C9F99,PAID,0.0,36.77,4.14
