VIN,timestamp,StartTime-Date,vehSpeed,vehSysPwrMod,vehGearPos,vehSteeringAngle,vehBrakePos,vehAccelPos,tboxAccelX,tboxAccelY,tboxAccelZ,vehBatt,vehOdo,vehCoolantTemp,vehOutsideTemp,vehInsideTemp,vehAC,vehACFanSpeed,vehSideLight,vehDipLight,vehMainLight,vehRainDetected,vehNightDetected,vehHorn,vehSeatBeltDrv,vehBrkFludLvlLow,vehABSF,frontLeftTyrePressure,frontRrightTyrePressure,rearLeftTyrePressure,rearRightTyrePressure,wheelTyreMonitorStatus,gnssLat,gnssLong,gnssAlt,gnssHead,gnssSats,_failure_type,_failure_intensity,vehRPM,FuelTankLevel,vehFuelConsumed,vehOilPressureWarning,vehMILWarning,vehBMSBscSta,vehBMSPackVol,vehBMSPackCrnt,vehBMSPackSOC,vehBMSPackSOCV,vehBMSCellMaxVol,vehBMSCellMinVol,vehBMSCellMaxTem,vehBMSCellMinTem,vehHVDCDCTem,vehBMSCMUFlt,vehBMSCellVoltFlt,vehBMSPackTemFlt,vehBMSHVILClsd,chargingGunIsConnected,vehIsCharging,dcOrAC,usedBatterySinceLastCharge,mileageSinceLastCharge,vehElecRange,vehTMInvtrTem,vehTMSttrTem,vehEPTRdy,VehSpeed,VehSysPwrMod,VehRPM,VehGearPos,VehSteeringAngle,VehBrakePos,VehAccelPos,VehAccelX,VehBatt,VehOdo,VehFuelConsumed,EnginOilLifePct,VehCoolantTemp,VehOutsideTemp,VehEngineOilTemp,BrakePadFrontMM,BrakePadRearMM,BrakeFluidPct,BMSPackVol,BMSPackCrnt,BMSPackSOC,BMSPackSOH,BMSCellMaxVol,BMSCellMinVol,BMSCellMaxTemp,BMSCellMinTemp,SOCValid,TyrePressureFL,TyrePressureFR,TyrePressureRL,TyrePressureRR,TyreTempFL,TyreTempFR,TyreTempRL,TyreTempRR,GNSSLat,GNSSLong,GNSSAlt,GNSSHead,GNSSSats
MZ7XASN00100026,1706512736,2024-01-29,61.0,2.0,3.0,-52.6,1.2,17.1,-0.54,0.056,0.06,14.08,74654.66,91.3,25.1,29.9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,81.8,82.0,81.9,82.1,1.0,18.948997,73.522661,-16.8,133.7,10.0,,0.0,2057.0,82.2,1.2766,0.0,0.0,3.0,170.6,35.79,0.0,0.0,3.3101,3.2896,32.1,27.6,41.8,0.0,0.0,0.0,1.0,0.0,0.0,,5481.696,16.66,0.0,42.0,46.4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MZ7XASN00100026,1717003591,2024-05-29,11.0,2.0,3.0,131.1,1.6,29.0,8.064,0.003,-0.046,14.06,81587.32,91.5,34.1,32.8,1.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,82.4,82.5,82.4,82.5,1.0,18.962109,73.520301,32.7,128.7,10.0,,0.0,318.0,82.2,3.4977,0.0,0.0,3.0,169.9,15.33,0.0,0.0,3.3072,3.2899,28.2,23.6,40.3,0.0,0.0,0.0,1.0,0.0,0.0,,17609.184,35.0,0.0,38.1,40.6,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MZ7XASN00100026,1711186728,2024-03-23,25.3,2.0,3.0,85.4,19.3,6.4,-4.326,0.006,-0.003,14.09,77652.3,91.2,30.0,29.5,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,82.2,82.0,82.0,82.2,1.0,18.947192,73.517739,20.5,352.6,11.0,,0.0,861.0,82.2,2.1858,0.0,0.0,3.0,170.6,23.65,0.0,0.0,3.3103,3.2858,30.5,25.7,43.6,0.0,0.0,0.0,1.0,0.0,0.0,,15161.343,22.83,0.0,41.0,42.7,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MZ7XASN00100026,1712934482,2024-04-12,22.1,2.0,3.0,-14.7,0.0,4.6,-0.776,0.033,0.006,14.17,78929.75,91.1,32.3,31.2,1.0,3.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,82.4,82.4,82.2,82.2,1.0,18.954772,73.525506,-4.0,341.2,12.0,,0.0,762.0,82.2,1.6977,0.0,0.0,3.0,170.8,21.73,0.0,0.0,3.3092,3.2903,28.5,24.3,41.5,0.0,0.0,0.0,1.0,0.0,0.0,,11265.756,17.87,0.0,41.1,44.7,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MZ7XASN00100026,1713353068,2024-04-17,23.8,2.0,3.0,131.6,0.7,7.9,0.435,0.011,-0.001,14.09,79204.55,91.9,32.1,31.1,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,82.5,82.5,82.5,82.3,1.0,18.954222,73.527503,16.7,193.5,14.0,,0.0,872.0,82.2,1.1613,0.0,0.0,3.0,171.4,22.66,0.0,0.0,3.3139,3.2915,28.5,24.7,41.5,0.0,0.0,0.0,1.0,0.0,0.0,,6370.099,11.99,0.0,39.8,44.2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MZ7XASN00100026,1706156099,2024-01-25,24.7,2.0,3.0,85.3,0.0,14.1,0.681,0.005,0.039,14.14,74480.33,91.5,24.1,29.4,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,81.4,81.7,81.6,81.4,1.0,18.958266,73.526037,3.3,117.3,8.0,,0.0,831.0,82.2,0.7822,0.0,0.0,3.0,170.3,14.52,0.0,0.0,3.3092,3.2884,27.1,23.2,40.6,0.0,0.0,0.0,1.0,0.0,0.0,,3424.843,10.41,0.0,37.0,41.8,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MZ7XASN00100026,1707476806,2024-02-09,4.1,2.0,3.0,96.0,1.6,15.9,4.957,0.007,0.028,14.06,75136.39,90.6,25.9,30.1,0.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,81.6,81.4,81.6,81.5,1.0,18.954814,73.518684,10.7,92.3,14.0,,0.0,105.0,82.2,0.2804,0.0,0.0,3.0,176.5,2.31,21.8,0.0,3.5073,3.4869,28.0,23.1,41.1,0.0,0.0,0.0,1.0,0.0,0.0,,1261.398,3.87,16.0,34.2,39.9,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MZ7XASN00100026,1704597252,2024-01-07,24.1,2.0,3.0,50.4,0.0,17.5,3.578,-0.002,-0.024,14.1,73353.67,90.2,22.8,28.8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,81.3,81.4,81.5,81.3,1.0,18.960323,73.526535,24.8,156.6,11.0,,0.0,827.0,82.2,0.6399,0.0,0.0,3.0,169.7,14.24,0.0,0.0,3.3083,3.2913,29.4,25.3,43.1,0.0,0.0,0.0,1.0,0.0,0.0,,2840.53,8.73,0.0,39.9,42.9,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MZ7XASN00100026,1716642683,2024-05-25,43.2,2.0,3.0,-6.3,0.0,13.1,-0.784,0.036,0.065,14.09,81382.14,85.0,33.6,32.4,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,82.7,82.6,82.6,82.6,1.0,18.95447,73.522957,23.1,254.5,13.0,,0.0,1535.0,82.2,0.1218,0.0,0.0,3.0,171.2,34.04,0.0,0.0,3.3146,3.2926,30.8,26.7,41.9,0.0,0.0,0.0,1.0,0.0,0.0,,1261.756,1.33,0.0,41.9,46.2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MZ7XASN00100026,1710931386,2024-03-20,0.0,2.0,0.0,17.0,0.0,0.0,0.022,0.01,-0.062,14.16,77403.26,87.5,30.3,29.5,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,81.9,81.9,81.9,81.8,1.0,18.955163,73.525813,16.8,2.6,13.0,,0.0,0.0,82.2,0.1868,0.0,0.0,3.0,170.1,8.82,0.0,0.0,3.3106,3.2909,27.8,23.8,39.6,0.0,0.0,0.0,1.0,0.0,0.0,,1774.717,2.09,0.0,35.5,42.6,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MZ7XASN00100026,1713597725,2024-04-20,0.0,2.0,0.0,-40.8,0.0,1.4,0.0,0.001,0.032,14.11,79391.33,90.3,32.7,31.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,82.2,82.0,82.2,82.0,1.0,18.956468,73.520086,11.5,30.6,12.0,,0.0,0.0,82.2,1.1429,0.0,0.0,3.0,170.0,8.83,0.0,0.0,3.3075,3.2928,27.6,24.2,42.6,0.0,0.0,0.0,1.0,0.0,0.0,,7662.592,12.22,0.0,38.2,39.6,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MZ7XASN00100026,1718198273,2024-06-12,42.9,2.0,3.0,6.8,4.7,11.4,-1.254,-0.012,-0.011,14.1,82306.11,91.1,33.5,33.2,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,82.7,82.7,82.7,82.7,1.0,18.954248,73.535257,5.5,88.6,12.0,,0.0,1432.0,82.2,1.9533,0.0,0.0,3.0,169.3,34.21,0.0,0.0,3.3136,3.2933,29.1,25.5,42.3,0.0,0.0,0.0,1.0,0.0,0.0,,14526.864,20.73,0.0,42.3,44.4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MZ7XASN00100026,1708772205,2024-02-24,12.4,2.0,3.0,-180.0,6.6,9.0,-1.535,-0.012,0.028,14.15,76087.06,90.9,27.7,26.2,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,81.8,81.8,81.7,81.8,1.0,18.958819,73.523773,0.8,237.6,10.0,,0.0,472.0,82.2,0.7018,0.0,0.0,3.0,169.2,16.19,0.0,0.0,3.3116,3.2904,28.1,24.5,42.4,0.0,0.0,0.0,1.0,0.0,0.0,,5575.721,7.7,0.0,36.4,43.1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MZ7XASN00100026,1711901402,2024-03-31,17.0,2.0,3.0,67.6,0.0,8.4,-0.464,-0.007,0.118,14.16,78233.58,83.3,31.2,29.5,1.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,82.0,82.0,82.2,82.1,1.0,18.953499,73.522351,7.3,356.5,14.0,,0.0,538.0,82.2,0.0799,0.0,0.0,3.0,168.5,19.0,0.0,0.0,3.3085,3.2879,29.1,25.4,41.6,0.0,0.0,0.0,1.0,0.0,0.0,,1020.764,0.89,0.0,38.7,41.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MZ7XASN00100026,1707787447,2024-02-13,3.5,2.0,3.0,54.1,0.0,0.4,-0.788,-0.009,-0.051,14.13,75350.63,65.6,25.9,24.4,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,81.5,81.6,81.7,81.6,1.0,18.956889,73.524769,12.4,247.6,12.0,,0.0,84.0,82.2,0.0399,0.0,0.0,3.0,167.9,11.0,0.0,0.0,3.3088,3.292,28.1,23.6,39.7,0.0,0.0,0.0,1.0,0.0,0.0,,477.818,0.45,0.0,35.3,42.3,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MZ7XASN00100026,1708489403,2024-02-21,19.7,2.0,3.0,180.0,0.0,12.2,2.232,-0.007,-0.034,14.09,75855.66,91.0,27.5,25.9,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,81.8,81.8,81.8,81.8,1.0,18.950443,73.520038,12.4,64.4,10.0,,0.0,716.0,82.2,1.5741,0.0,0.0,3.0,171.0,20.34,0.0,0.0,3.3132,3.2895,29.1,26.1,42.4,0.0,0.0,0.0,1.0,0.0,0.0,,11336.25,16.88,0.0,38.0,42.8,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MZ7XASN00100026,1715505098,2024-05-12,0.0,2.0,0.0,47.6,0.0,0.0,0.0,0.008,-0.011,14.1,80574.84,90.9,33.3,32.2,1.0,3.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,82.1,82.2,82.1,82.2,1.0,18.953481,73.524143,1.1,27.9,8.0,,0.0,0.0,82.2,1.4229,0.0,0.0,3.0,170.5,8.8,0.0,0.0,3.3098,3.2908,27.8,24.4,40.2,0.0,0.0,0.0,1.0,0.0,0.0,,7557.062,14.52,0.0,36.6,40.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MZ7XASN00100026,1711380901,2024-03-25,1.9,2.0,3.0,49.4,0.0,1.1,-0.094,-0.002,0.053,14.14,77835.47,91.1,30.8,29.2,1.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,82.0,81.9,81.9,82.0,1.0,18.958169,73.52478,-5.7,280.0,12.0,,0.0,85.0,82.2,0.6218,0.0,0.0,3.0,169.2,9.96,0.0,0.0,3.3118,3.2834,27.9,24.4,41.4,0.0,0.0,0.0,1.0,0.0,0.0,,4425.547,6.43,0.0,36.7,41.3,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MZ7XASN00100026,1713946136,2024-04-24,48.2,2.0,3.0,59.8,0.0,18.8,0.568,0.01,-0.042,14.02,79603.37,90.3,33.2,31.9,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,82.5,82.6,82.7,82.6,1.0,18.957865,73.521442,29.5,224.8,14.0,,0.0,1610.0,82.2,1.1183,0.0,0.0,3.0,170.7,37.04,0.0,0.0,3.3091,3.293,30.7,26.7,43.2,0.0,0.0,0.0,1.0,0.0,0.0,,6952.404,11.8,0.0,42.4,45.4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MZ7XASN00100026,1708073425,2024-02-16,49.3,2.0,3.0,-86.5,0.0,13.8,0.506,0.03,0.035,14.09,75613.89,91.8,26.9,25.5,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,82.0,82.0,82.1,82.1,1.0,18.964443,73.525815,-16.5,87.9,11.0,,0.0,1765.0,82.2,2.889,0.0,0.0,3.0,169.9,37.89,0.0,0.0,3.3087,3.2904,30.7,26.1,43.2,0.0,0.0,0.0,1.0,0.0,0.0,,18751.902,30.39,0.0,43.0,46.1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MZ7XASN00100026,1705472615,2024-01-17,8.5,2.0,3.0,18.4,0.0,8.0,-0.385,0.005,0.111,14.13,74131.44,91.7,23.9,29.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,81.4,81.3,81.3,81.3,1.0,18.964134,73.525782,15.6,352.2,11.0,,0.0,336.0,82.2,1.5424,0.0,0.0,3.0,170.2,4.99,0.0,0.0,3.3085,3.2887,28.3,23.9,39.0,0.0,0.0,0.0,1.0,0.0,0.0,,6396.485,19.57,0.0,34.9,40.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MZ7XASN00100026,1706179083,2024-01-25,3.4,2.0,3.0,-95.7,0.0,4.0,1.903,0.001,-0.054,14.14,74529.86,91.4,25.0,29.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,81.3,81.4,81.3,81.4,1.0,18.951776,73.527742,2.8,100.8,11.0,,0.0,152.0,82.2,0.9571,0.0,0.0,3.0,168.4,1.99,0.0,0.0,3.3127,3.2918,27.1,23.9,39.6,0.0,0.0,0.0,1.0,0.0,0.0,,4213.596,12.96,0.0,35.3,41.8,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MZ7XASN00100026,1715666929,2024-05-14,54.3,2.0,3.0,180.0,0.8,18.2,0.733,-0.027,0.04,14.07,80734.91,90.8,33.9,32.6,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,82.9,82.8,82.9,82.7,1.0,18.95981,73.51489,21.3,113.7,10.0,,0.0,1856.0,82.2,1.6207,0.0,0.0,3.0,170.1,40.72,0.0,0.0,3.3128,3.288,30.8,27.3,42.5,0.0,0.0,0.0,1.0,0.0,0.0,,10047.89,17.33,0.0,43.8,46.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MZ7XASN00100026,1712884903,2024-04-12,54.7,2.0,3.0,-115.3,0.0,26.4,2.801,0.046,0.05,14.2,78891.31,89.7,31.8,31.5,1.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,82.5,82.6,82.6,82.6,1.0,18.956509,73.524287,27.4,273.3,14.0,,0.0,1910.0,82.2,0.8073,0.0,0.0,3.0,170.6,40.95,0.0,0.0,3.3056,3.2952,31.1,27.1,42.8,0.0,0.0,0.0,1.0,0.0,0.0,,4040.674,8.12,0.0,43.3,46.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MZ7XASN00100026,1707386244,2024-02-08,0.0,2.0,0.0,-14.7,0.0,0.0,-0.006,0.001,-0.126,14.02,75079.44,91.1,26.1,30.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,81.5,81.4,81.6,81.4,1.0,18.958252,73.528725,3.9,276.7,12.0,,0.0,0.0,82.2,0.928,0.0,0.0,3.0,200.8,0.0,99.9,0.0,4.2076,4.1916,26.5,22.5,40.9,0.0,0.0,0.0,1.0,0.0,0.0,,4138.18,12.65,72.0,34.2,40.6,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MZ7XASN00100026,1705128608,2024-01-13,5.9,2.0,3.0,94.7,0.0,2.8,1.122,-0.016,-0.015,14.16,73777.32,86.7,23.6,28.7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,81.3,81.3,81.2,81.4,1.0,18.955955,73.52405,11.0,40.0,11.0,,0.0,164.0,82.2,0.1819,0.0,0.0,3.0,168.2,3.52,0.0,0.0,3.3089,3.288,26.9,23.5,40.3,0.0,0.0,0.0,1.0,0.0,0.0,,836.074,2.54,0.0,34.9,40.8,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MZ7XASN00100026,1706890387,2024-02-02,42.7,2.0,3.0,72.7,0.0,15.4,-0.558,0.058,-0.001,14.07,74742.69,90.8,25.5,29.9,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,81.7,81.7,81.9,82.0,1.0,18.954422,73.525548,38.5,7.6,12.0,,0.0,1429.0,82.2,1.1268,0.0,0.0,3.0,171.3,24.92,0.0,0.0,3.3161,3.2911,28.8,25.7,43.0,0.0,0.0,0.0,1.0,0.0,0.0,,4788.756,14.32,0.0,40.4,44.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MZ7XASN00100026,1718085698,2024-06-11,36.0,2.0,3.0,1.8,0.0,10.9,0.247,-0.009,0.021,14.13,82271.68,76.8,33.6,33.1,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,82.5,82.6,82.6,82.6,1.0,18.958044,73.523102,10.0,152.8,8.0,,0.0,1226.0,82.2,0.1017,0.0,0.0,3.0,169.5,30.09,0.0,0.0,3.3102,3.2905,31.4,26.0,41.6,0.0,0.0,0.0,1.0,0.0,0.0,,854.468,1.12,0.0,40.1,45.2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MZ7XASN00100026,1714281962,2024-04-28,25.6,2.0,3.0,-5.4,0.0,13.3,0.622,0.035,-0.043,14.1,79804.79,38.4,32.7,31.6,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,82.4,82.5,82.3,82.4,1.0,18.955653,73.52485,8.6,238.9,10.0,,0.0,934.0,82.2,0.0078,0.0,0.0,3.0,168.6,24.08,0.0,0.0,3.3065,3.2857,28.9,25.1,41.7,0.0,0.0,0.0,1.0,0.0,0.0,,60.325,0.09,0.0,40.7,43.9,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MZ7XASN00100026,1711768555,2024-03-30,29.6,2.0,3.0,-164.0,11.7,10.4,-2.484,0.029,-0.001,14.03,78123.49,90.8,30.5,29.8,1.0,2.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,82.4,82.3,82.1,82.3,1.0,18.952357,73.521474,21.7,235.0,8.0,,0.0,1066.0,82.2,1.6553,0.0,0.0,3.0,170.3,26.22,0.0,0.0,3.3103,3.2924,29.1,25.4,42.3,0.0,0.0,0.0,1.0,0.0,0.0,,8055.464,16.68,0.0,39.7,44.1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MZ7XASN00100026,1709127208,2024-02-28,41.2,2.0,3.0,-24.5,1.5,25.0,3.632,0.03,0.042,14.13,76317.11,88.9,27.6,27.3,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,82.0,82.0,82.1,82.0,1.0,18.958999,73.526145,-1.3,290.1,10.0,,0.0,1462.0,82.2,0.4483,0.0,0.0,3.0,170.4,33.04,0.0,0.0,3.3136,3.2915,30.3,25.5,42.6,0.0,0.0,0.0,1.0,0.0,0.0,,2837.841,4.79,0.0,41.9,45.4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MZ7XASN00100026,1710217826,2024-03-12,36.6,2.0,3.0,-16.4,0.0,9.9,-0.237,0.046,-0.019,14.03,76939.88,61.0,29.4,28.3,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,82.1,82.3,82.1,82.2,1.0,18.95523,73.523509,5.0,232.4,13.0,,0.0,1340.0,82.2,0.127,0.0,0.0,3.0,170.4,30.3,0.0,0.0,3.3109,3.2863,29.6,25.7,42.2,0.0,0.0,0.0,1.0,0.0,0.0,,715.989,1.39,0.0,41.3,43.7,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MZ7XASN00100026,1713944976,2024-04-24,4.6,2.0,3.0,-65.1,0.0,3.3,0.454,0.003,-0.021,14.17,79594.63,89.9,33.4,32.8,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,82.1,82.1,82.2,82.3,1.0,18.955431,73.519642,12.9,204.5,9.0,,0.0,150.0,82.2,0.2842,0.0,0.0,3.0,170.6,11.52,0.0,0.0,3.3129,3.2882,29.0,25.4,39.7,0.0,0.0,0.0,1.0,0.0,0.0,,2414.155,3.05,0.0,38.7,41.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MZ7XASN00100026,1712032789,2024-04-02,0.0,2.0,0.0,-58.3,0.0,1.3,0.0,0.004,-0.032,14.12,78280.05,88.9,31.7,30.7,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,82.1,82.1,82.1,82.0,1.0,18.956429,73.521628,11.7,84.8,9.0,,0.0,0.0,82.2,0.2736,0.0,0.0,3.0,172.0,8.72,0.0,0.0,3.31,3.2909,27.3,23.1,39.3,0.0,0.0,0.0,1.0,0.0,0.0,,2123.492,3.0,0.0,37.0,43.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MZ7XASN00100026,1717167384,2024-05-31,38.6,2.0,3.0,180.0,0.5,19.9,3.457,-0.002,-0.031,14.11,81650.45,91.2,34.4,33.2,1.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,82.6,82.8,82.7,82.6,1.0,18.960098,73.522651,7.5,271.2,8.0,,0.0,1253.0,82.2,1.7849,0.0,0.0,3.0,170.9,31.43,0.0,0.0,3.3158,3.2964,31.3,27.1,45.1,0.0,0.0,0.0,1.0,0.0,0.0,,10514.745,18.7,0.0,41.4,46.9,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MZ7XASN00100026,1713360665,2024-04-17,15.5,2.0,3.0,156.7,1.4,19.4,5.872,0.009,0.001,13.95,79236.06,90.5,32.0,31.7,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,82.4,82.2,82.1,82.2,1.0,18.950255,73.52777,-12.9,220.9,9.0,,0.0,525.0,82.2,0.8523,0.0,0.0,3.0,170.9,17.91,0.0,0.0,3.3075,3.2928,28.4,24.9,40.3,0.0,0.0,0.0,1.0,0.0,0.0,,5694.267,9.05,0.0,37.3,41.6,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MZ7XASN00100026,1710609973,2024-03-16,38.3,2.0,3.0,174.0,6.9,12.8,-1.041,-0.01,0.058,14.06,77225.37,90.1,29.4,29.3,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,82.3,82.3,82.1,82.3,1.0,18.954258,73.52123,23.2,105.8,12.0,,0.0,1326.0,82.2,3.82,0.0,0.0,3.0,168.7,31.64,0.0,0.0,3.3107,3.2921,30.7,26.0,42.0,0.0,0.0,0.0,1.0,0.0,0.0,,15701.272,34.85,0.0,38.9,46.3,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MZ7XASN00100026,1706016858,2024-01-23,0.0,2.0,0.0,-180.0,0.2,0.0,0.0,-0.002,0.023,14.13,74389.57,90.8,24.7,29.1,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,81.2,81.4,81.4,81.3,1.0,18.969841,73.532824,17.2,242.0,10.0,,0.0,0.0,82.2,1.3076,0.0,0.0,3.0,199.4,0.0,99.9,0.0,4.2109,4.1903,26.5,22.1,39.5,0.0,0.0,0.0,1.0,0.0,0.0,,5574.749,16.86,72.0,35.6,40.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MZ7XASN00100026,1716547592,2024-05-24,28.3,2.0,3.0,180.0,0.7,9.7,0.748,-0.008,0.087,14.05,81335.49,91.4,34.4,33.3,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,82.5,82.5,82.4,82.4,1.0,18.958347,73.522123,5.0,62.0,9.0,,0.0,992.0,82.2,0.3804,0.0,0.0,3.0,170.4,25.43,0.0,0.0,3.3107,3.2881,29.6,24.7,41.6,0.0,0.0,0.0,1.0,0.0,0.0,,3416.091,4.21,0.0,37.5,45.4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
