VIN,timestamp,StartTime-Date,vehSpeed,vehSysPwrMod,vehGearPos,vehSteeringAngle,vehBrakePos,vehAccelPos,tboxAccelX,tboxAccelY,tboxAccelZ,vehBatt,vehOdo,vehCoolantTemp,vehOutsideTemp,vehInsideTemp,vehAC,vehACFanSpeed,vehSideLight,vehDipLight,vehMainLight,vehRainDetected,vehNightDetected,vehHorn,vehSeatBeltDrv,vehBrkFludLvlLow,vehABSF,frontLeftTyrePressure,frontRrightTyrePressure,rearLeftTyrePressure,rearRightTyrePressure,wheelTyreMonitorStatus,gnssLat,gnssLong,gnssAlt,gnssHead,gnssSats,_failure_type,_failure_intensity,vehBMSBscSta,vehBMSPackVol,vehBMSPackCrnt,vehBMSPackSOC,vehBMSPackSOCV,vehBMSCellMaxVol,vehBMSCellMinVol,vehBMSCellMaxTem,vehBMSCellMinTem,vehHVDCDCTem,vehBMSCMUFlt,vehBMSCellVoltFlt,vehBMSPackTemFlt,vehBMSHVILClsd,chargingGunIsConnected,vehIsCharging,dcOrAC,usedBatterySinceLastCharge,mileageSinceLastCharge,vehElecRange,vehTMInvtrTem,vehTMSttrTem,vehEPTRdy,vehRPM,FuelTankLevel,vehFuelConsumed,vehOilPressureWarning,vehMILWarning
MZ7XZSN00100000,2024-01-11 13:23:46+00:00,2024-01-11,0.1,2,0,-9.6,1.4,0.2,-0.108,0.01,-0.004,14.07,32153.02,91.0,23.3,29.3,0,0,1,0,0,0,0,0,1,0,0,81.3,81.2,81.2,81.3,1,18.060503,74.38452,5.3,5.4,11,,0.0,3.0,341.6,0.02,0.0,0.0,3.3138,3.2908,27.6,24.1,40.2,0.0,0.0,0.0,1.0,0.0,0.0,,13527.58,38.86,0.0,35.2,38.9,1.0,,,,,
MZ7XZSN00100000,2024-02-27 09:58:15+00:00,2024-02-27,0.0,1,0,-3.1,0.1,0.0,0.0,-0.001,-0.099,14.13,40513.35,92.2,28.2,27.4,1,1,1,0,0,0,0,0,1,0,0,81.7,81.5,81.6,81.5,1,18.119691,74.367965,8.1,269.7,13,,0.0,3.0,340.8,4.4,0.0,0.0,3.3114,3.2872,27.2,23.0,40.0,0.0,0.0,0.0,1.0,0.0,0.0,,5564.343,4.04,0.0,36.9,41.5,1.0,,,,,
MZ7XZSN00100000,2024-12-29 15:00:04+00:00,2024-12-29,27.1,2,3,-25.6,0.0,10.4,1.587,0.027,-0.002,14.11,93496.24,90.5,23.3,28.5,0,0,1,1,0,0,1,0,1,0,0,81.4,81.4,81.5,81.4,1,18.152757,74.309717,11.9,35.1,11,,0.0,3.0,340.3,7.99,0.0,0.0,3.3082,3.2935,27.5,23.0,41.4,0.0,0.0,0.0,1.0,0.0,0.0,,7947.881,23.36,0.0,35.1,39.3,1.0,,,,,
MZ7XZSN00100000,2024-03-16 15:04:52+00:00,2024-03-16,0.0,0,0,7.2,0.0,0.0,-0.0,-0.002,-0.062,14.06,43531.72,91.5,29.5,27.4,0,0,0,0,0,0,1,0,1,0,0,81.8,81.8,81.9,81.8,1,18.115371,74.340239,11.6,60.5,11,,0.0,0.0,340.1,4.41,0.0,0.0,3.3063,3.2879,27.2,23.6,40.1,0.0,0.0,0.0,0.0,0.0,0.0,,5395.932,7.15,0.0,36.6,39.3,0.0,,,,,
MZ7XZSN00100000,2024-09-10 03:37:41+00:00,2024-09-10,23.9,2,3,26.7,7.5,5.9,-1.654,0.026,0.054,14.11,74050.62,87.1,26.1,26.2,1,1,1,0,0,0,0,0,1,0,0,81.9,81.7,81.7,81.8,1,18.104182,74.337359,8.6,275.9,12,,0.0,3.0,339.0,11.48,0.0,0.0,3.3109,3.2899,27.4,22.2,41.2,0.0,0.0,0.0,1.0,0.0,0.0,,2341.02,3.58,0.0,36.6,41.1,1.0,,,,,
MZ7XZSN00100000,2024-04-17 13:33:45+00:00,2024-04-17,24.1,2,3,12.9,0.0,7.9,0.302,0.014,-0.038,14.1,49171.5,82.0,32.1,31.6,1,3,1,0,0,0,0,0,1,0,0,82.3,82.3,82.3,82.3,1,18.113641,74.330084,10.0,129.4,9,,0.0,3.0,340.9,11.49,0.0,0.0,3.315,3.2885,27.4,24.1,39.5,0.0,0.0,0.0,1.0,0.0,0.0,,1394.974,1.87,0.0,36.4,42.8,1.0,,,,,
MZ7XZSN00100000,2024-07-15 10:52:43+00:00,2024-07-15,2.1,2,3,-34.8,6.6,1.8,-1.281,-0.003,-0.038,14.04,64437.46,90.7,32.3,31.0,1,3,1,0,0,0,0,0,1,0,0,82.2,82.1,82.1,82.2,1,18.155565,74.397971,11.2,340.2,14,,0.0,3.0,340.6,5.03,0.0,0.0,3.3084,3.289,27.9,24.2,42.0,0.0,0.0,0.0,1.0,0.0,0.0,,4644.345,3.06,0.0,35.3,41.2,1.0,,,,,
MZ7XZSN00100000,2024-07-09 17:33:31+00:00,2024-07-09,2.8,2,3,-8.2,0.6,3.0,0.593,-0.01,-0.04,14.1,63542.87,90.4,33.0,32.2,1,3,1,1,0,0,1,0,1,0,0,82.1,82.1,82.1,82.1,1,18.083356,74.329539,11.0,310.8,14,,0.0,3.0,339.2,5.23,0.0,0.0,3.3052,3.2912,28.1,23.6,40.4,0.0,0.0,0.0,1.0,0.0,0.0,,4759.488,3.51,0.0,33.9,40.1,1.0,,,,,
MZ7XZSN00100000,2024-05-03 06:43:46+00:00,2024-05-03,11.6,2,3,11.3,2.2,5.8,-0.729,0.015,0.021,14.1,51934.21,89.9,33.4,32.3,1,3,1,0,0,0,0,0,1,0,0,82.2,82.2,82.2,82.4,1,18.135028,74.290989,12.1,357.9,12,,0.0,3.0,340.3,7.82,0.0,0.0,3.3097,3.2915,27.1,23.5,38.7,0.0,0.0,0.0,1.0,0.0,0.0,,14904.931,24.04,0.0,36.1,43.3,1.0,,,,,
MZ7XZSN00100000,2024-11-07 13:58:32+00:00,2024-11-07,0.0,2,0,21.6,0.0,0.8,-0.027,0.009,0.026,14.15,84234.41,91.0,22.7,27.7,0,0,1,0,0,0,0,0,1,0,0,81.1,81.0,81.1,81.1,1,18.050639,74.361761,10.7,190.3,10,,0.0,3.0,340.3,0.0,0.0,0.0,3.3089,3.2911,27.3,23.0,39.3,0.0,0.0,0.0,1.0,0.0,0.0,,1490.555,5.05,0.0,36.5,40.8,1.0,,,,,
MZ7XZSN00100000,2024-10-03 12:42:26+00:00,2024-10-03,6.6,2,3,22.7,9.3,4.5,-2.644,-0.005,0.048,14.18,78082.26,90.7,25.2,29.2,0,0,1,0,0,0,0,0,1,0,0,81.3,81.4,81.5,81.5,1,18.119913,74.327884,11.4,268.7,8,,0.0,3.0,339.9,1.95,0.0,0.0,3.3123,3.2901,28.1,23.9,40.4,0.0,0.0,0.0,1.0,0.0,0.0,,2084.666,6.33,0.0,36.0,39.1,1.0,,,,,
MZ7XZSN00100000,2024-08-22 15:28:38+00:00,2024-08-22,6.0,2,3,-5.4,0.0,19.3,5.872,0.006,-0.048,14.17,70714.96,53.4,28.4,27.5,1,1,1,1,0,1,1,0,1,0,0,81.7,81.8,81.7,81.9,1,18.109573,74.325626,10.6,178.3,13,,0.0,3.0,340.2,6.19,0.0,0.0,3.314,3.2929,28.1,24.2,39.8,0.0,0.0,0.0,1.0,0.0,0.0,,266.68,0.12,0.0,34.5,38.4,1.0,,,,,
MZ7XZSN00100000,2024-11-10 06:25:06+00:00,2024-11-10,1.9,2,3,8.8,0.8,1.9,0.406,0.02,0.064,14.19,84555.91,90.2,22.8,28.0,0,0,1,0,0,0,0,0,1,0,0,81.2,81.0,81.1,81.2,1,18.176176,74.323293,8.4,188.8,8,,0.0,3.0,339.7,0.55,0.0,0.0,3.3114,3.2931,26.2,22.4,39.9,0.0,0.0,0.0,1.0,0.0,0.0,,6748.505,21.01,0.0,34.5,41.0,1.0,,,,,
MZ7XZSN00100000,2024-02-20 09:31:30+00:00,2024-02-20,23.5,2,3,13.5,0.0,5.8,-0.069,0.02,-0.127,14.08,39212.49,85.8,26.4,26.0,1,1,1,0,0,0,0,0,1,0,0,81.8,81.9,81.8,81.7,1,18.11661,74.334449,7.8,256.1,9,,0.0,3.0,340.2,11.31,0.0,0.0,3.3109,3.2913,28.2,23.1,40.5,0.0,0.0,0.0,1.0,0.0,0.0,,2201.115,3.23,0.0,36.0,40.7,1.0,,,,,
MZ7XZSN00100000,2024-08-01 14:11:53+00:00,2024-08-01,25.9,2,3,-3.4,22.9,6.0,-5.286,0.03,0.054,14.09,67295.9,91.0,30.8,29.2,1,2,1,1,0,0,1,0,1,0,0,82.1,82.1,82.2,82.1,1,18.13095,74.340944,10.3,206.4,14,,0.0,3.0,342.1,11.98,0.0,0.0,3.3108,3.286,27.1,22.9,39.2,0.0,0.0,0.0,1.0,0.0,0.0,,4687.27,8.5,0.0,35.2,40.6,1.0,,,,,
MZ7XZSN00100000,2024-12-11 03:40:05+00:00,2024-12-11,25.0,2,3,13.7,6.0,5.4,-1.149,0.015,0.014,14.04,89996.86,90.9,22.3,26.5,0,0,1,0,0,0,0,0,1,0,0,81.4,81.4,81.3,81.3,1,18.101012,74.334428,8.9,117.8,12,,0.0,3.0,339.4,7.37,0.0,0.0,3.3136,3.2906,27.9,23.6,40.6,0.0,0.0,0.0,1.0,0.0,0.0,,4301.014,12.12,0.0,37.1,40.2,1.0,,,,,
MZ7XZSN00100000,2024-07-03 06:02:37+00:00,2024-07-03,27.3,2,3,7.8,1.8,12.3,0.777,0.047,0.019,14.09,62473.92,91.4,32.9,32.6,1,3,1,0,0,0,0,0,1,0,0,82.4,82.4,82.4,82.5,1,18.158567,74.301125,9.7,191.6,14,,0.0,3.0,341.5,12.39,0.0,0.0,3.3108,3.2883,29.2,24.3,41.8,0.0,0.0,0.0,1.0,0.0,0.0,,10536.694,19.18,0.0,37.0,40.6,1.0,,,,,
MZ7XZSN00100000,2024-05-13 05:54:19+00:00,2024-05-13,2.9,2,3,27.9,0.2,1.4,0.378,0.021,0.015,14.05,53790.26,90.2,33.6,32.5,1,3,1,0,0,0,0,0,1,0,0,82.1,82.2,82.3,82.3,1,18.131133,74.35042,13.0,333.7,14,,0.0,3.0,340.5,5.26,0.0,0.0,3.3088,3.29,26.6,22.8,39.1,0.0,0.0,0.0,1.0,0.0,0.0,,5483.24,5.65,0.0,35.9,38.8,1.0,,,,,
MZ7XZSN00100000,2024-05-12 15:19:09+00:00,2024-05-12,24.0,2,3,3.6,1.6,7.8,0.131,0.035,-0.026,14.07,53712.4,85.3,33.5,32.8,1,3,1,1,0,0,1,0,1,0,0,82.4,82.4,82.6,82.6,1,18.102074,74.340677,10.8,234.6,11,,0.0,3.0,340.6,11.45,0.0,0.0,3.3075,3.2905,26.1,22.6,40.8,0.0,0.0,0.0,1.0,0.0,0.0,,1739.964,2.45,0.0,36.5,40.3,1.0,,,,,
MZ7XZSN00100000,2024-09-09 13:08:46+00:00,2024-09-09,26.9,2,3,-20.0,0.8,11.8,-0.639,0.019,0.057,14.11,73973.08,90.7,27.1,25.9,1,1,1,0,0,0,0,0,1,0,0,81.8,81.8,81.9,81.8,1,18.110421,74.322423,12.2,230.5,14,,0.0,3.0,340.2,12.32,0.0,0.0,3.3121,3.2903,27.7,23.8,41.6,0.0,0.0,0.0,1.0,0.0,0.0,,7159.13,12.13,0.0,35.4,41.5,1.0,,,,,
MZ7XZSN00100000,2024-11-28 01:57:05+00:00,2024-11-28,0.0,0,0,-0.8,0.5,9.0,3.254,0.004,-0.03,14.12,87776.01,22.1,21.9,27.5,0,0,0,0,0,0,0,0,1,0,0,81.0,81.0,80.9,80.9,1,18.111118,74.334096,9.8,339.8,8,,0.0,0.0,370.7,0.0,50.0,0.0,3.7555,3.744,26.3,21.7,39.7,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,140.0,34.1,39.1,0.0,,,,,
MZ7XZSN00100000,2024-10-03 02:33:54+00:00,2024-10-03,14.1,2,3,-12.3,2.4,32.8,8.677,0.036,-0.016,14.04,77980.73,63.7,24.7,30.2,0,0,1,0,0,0,0,0,1,0,0,81.5,81.3,81.5,81.5,1,18.11252,74.344714,8.2,259.3,13,,0.0,3.0,338.8,4.18,0.0,0.0,3.3064,3.2913,26.7,22.6,39.3,0.0,0.0,0.0,1.0,0.0,0.0,,142.885,0.39,0.0,33.7,41.3,1.0,,,,,
MZ7XZSN00100000,2024-02-25 14:33:16+00:00,2024-02-25,1.0,2,3,52.1,0.0,0.0,0.267,-0.001,0.012,14.09,40236.04,91.4,27.8,27.4,1,1,1,0,0,0,0,0,1,0,0,81.6,81.5,81.7,81.7,1,18.162745,74.37714,12.3,351.6,14,,0.0,3.0,340.2,4.71,0.0,0.0,3.3144,3.2898,27.6,22.7,42.6,0.0,0.0,0.0,1.0,0.0,0.0,,11763.704,15.2,0.0,36.2,41.2,1.0,,,,,
MZ7XZSN00100000,2024-12-16 05:48:23+00:00,2024-12-16,21.6,2,3,-46.3,17.8,6.2,-4.043,0.039,-0.006,14.05,91093.28,89.8,22.2,27.6,0,0,1,0,0,0,0,0,1,0,0,81.4,81.2,81.2,81.2,1,18.10366,74.309416,12.1,292.1,9,,0.0,3.0,340.5,6.36,0.0,0.0,3.3153,3.292,27.9,24.1,39.9,0.0,0.0,0.0,1.0,0.0,0.0,,4512.42,13.42,0.0,35.8,41.1,1.0,,,,,
MZ7XZSN00100000,2024-07-01 16:33:51+00:00,2024-07-01,0.4,2,0,24.1,1.1,3.4,-0.589,0.004,0.015,14.13,62309.61,91.2,33.3,32.4,1,3,1,1,0,0,1,0,1,0,0,82.1,82.1,82.2,82.2,1,18.088569,74.372226,7.2,256.4,8,,0.0,3.0,340.1,4.52,0.0,0.0,3.314,3.2898,28.2,24.9,41.3,0.0,0.0,0.0,1.0,0.0,0.0,,8914.628,15.64,0.0,34.3,40.0,1.0,,,,,
MZ7XZSN00100000,2024-09-15 02:21:36+00:00,2024-09-15,2.5,2,3,-6.9,0.0,0.2,0.464,0.005,-0.055,14.07,74866.32,91.4,26.2,25.8,1,1,1,0,0,0,0,0,1,0,0,81.6,81.4,81.6,81.4,1,18.116458,74.313895,7.9,36.7,10,,0.0,3.0,341.6,5.13,0.0,0.0,3.3072,3.2874,27.1,23.3,39.9,0.0,0.0,0.0,1.0,0.0,0.0,,3604.591,4.41,0.0,36.0,39.4,1.0,,,,,
MZ7XZSN00100000,2024-12-10 06:01:48+00:00,2024-12-10,10.1,2,3,24.6,1.1,10.5,0.644,0.011,-0.036,14.1,89832.66,91.3,22.2,27.3,0,0,1,0,0,0,0,0,1,0,0,81.1,81.2,81.3,81.2,1,18.091119,74.314731,8.4,127.0,12,,0.0,3.0,341.3,2.96,0.0,0.0,3.3093,3.2905,28.2,24.0,40.9,0.0,0.0,0.0,1.0,0.0,0.0,,8149.557,24.62,0.0,36.3,40.1,1.0,,,,,
MZ7XZSN00100000,2024-06-08 09:20:28+00:00,2024-06-08,23.2,2,3,-7.5,4.4,4.2,-1.154,0.025,0.131,14.06,58272.85,89.0,34.0,32.3,1,3,1,0,0,0,0,0,1,0,0,82.6,82.5,82.5,82.4,1,18.132624,74.327893,10.4,325.5,8,,0.0,3.0,341.7,11.2,0.0,0.0,3.3108,3.294,26.9,23.3,41.0,0.0,0.0,0.0,1.0,0.0,0.0,,3074.277,4.78,0.0,37.9,41.9,1.0,,,,,
MZ7XZSN00100000,2024-10-01 05:50:06+00:00,2024-10-01,0.0,0,0,8.6,1.4,0.0,-0.056,-0.017,-0.083,14.09,77643.03,91.3,24.9,30.1,0,0,0,0,0,0,0,0,1,0,0,81.4,81.2,81.4,81.3,1,18.125307,74.30491,4.0,217.9,14,,0.0,0.0,342.4,0.01,0.0,0.0,3.3099,3.2914,27.5,24.2,40.4,0.0,0.0,0.0,0.0,0.0,0.0,,3228.864,10.28,0.0,33.1,39.0,0.0,,,,,
MZ7XZSN00100000,2024-01-17 13:23:51+00:00,2024-01-17,0.0,2,0,6.9,0.2,3.7,0.039,-0.005,0.016,14.19,33412.15,91.8,23.6,28.5,0,0,1,0,0,0,0,0,1,0,0,81.2,81.2,81.1,81.1,1,18.136086,74.407876,12.2,341.1,9,,0.0,3.0,339.7,0.01,0.0,0.0,3.3103,3.2876,27.0,22.4,39.7,0.0,0.0,0.0,1.0,0.0,0.0,,3257.538,10.97,0.0,35.0,40.3,1.0,,,,,
MZ7XZSN00100000,2024-01-31 06:53:53+00:00,2024-01-31,1.4,2,3,-28.9,0.4,5.3,0.84,0.002,-0.025,14.09,35605.0,91.7,24.8,30.3,0,0,1,0,0,0,0,0,1,0,0,81.3,81.4,81.3,81.4,1,18.100047,74.367867,11.5,325.4,10,,0.0,3.0,339.9,0.43,0.0,0.0,3.3127,3.2916,26.2,22.7,39.2,0.0,0.0,0.0,1.0,0.0,0.0,,439.395,1.72,0.0,36.0,40.3,1.0,,,,,
MZ7XZSN00100000,2024-07-06 11:51:54+00:00,2024-07-06,8.3,2,3,-9.8,0.0,24.9,6.824,0.02,0.053,14.09,63004.28,59.3,33.3,30.8,1,3,1,0,0,0,0,0,1,0,0,82.4,82.1,82.3,82.1,1,18.116615,74.334513,10.2,323.2,11,,0.0,3.0,341.4,6.85,0.0,0.0,3.3052,3.2894,27.3,23.2,40.7,0.0,0.0,0.0,1.0,0.0,0.0,,336.811,0.18,0.0,33.7,38.9,1.0,,,,,
MZ7XZSN00100000,2024-06-19 09:47:59+00:00,2024-06-19,0.0,0,0,5.4,1.0,0.0,0.0,-0.003,0.055,14.13,60328.38,90.6,33.3,32.6,0,0,0,0,0,0,0,0,1,0,0,82.1,82.1,82.1,82.2,1,18.107792,74.356097,13.4,152.8,10,,0.0,0.0,340.8,4.4,0.0,0.0,3.3115,3.2936,27.1,23.2,39.2,0.0,0.0,0.0,0.0,0.0,0.0,,8678.518,11.22,0.0,36.5,40.8,0.0,,,,,
MZ7XZSN00100000,2024-11-23 14:34:14+00:00,2024-11-23,0.8,2,3,37.7,3.9,0.0,-0.995,-0.015,0.03,14.13,86976.11,90.9,21.8,26.9,0,0,1,1,0,0,1,0,1,0,0,81.1,81.2,81.0,81.0,1,18.078118,74.352416,5.4,139.8,10,,0.0,3.0,340.0,0.22,0.0,0.0,3.3098,3.2882,27.4,23.3,39.8,0.0,0.0,0.0,1.0,0.0,0.0,,5215.0,15.03,0.0,34.6,39.8,1.0,,,,,
MZ7XZSN00100000,2024-06-01 05:43:41+00:00,2024-06-01,10.6,2,3,-13.8,6.9,3.4,-1.256,0.006,0.096,14.07,57117.83,90.1,33.7,33.4,1,3,1,1,0,3,0,0,1,0,0,82.3,82.3,82.4,82.4,1,18.097362,74.365346,13.8,187.4,8,,0.0,3.0,339.3,7.53,0.0,0.0,3.3063,3.2925,27.8,23.5,40.8,0.0,0.0,0.0,1.0,0.0,0.0,,16967.697,24.94,0.0,35.1,40.9,1.0,,,,,
MZ7XZSN00100000,2024-08-24 08:30:19+00:00,2024-08-24,3.4,2,3,-6.2,1.4,0.0,-0.714,-0.007,0.024,14.12,70998.12,91.6,28.5,27.4,1,1,1,0,0,0,0,0,1,0,0,81.8,81.7,81.9,81.8,1,18.099038,74.351364,13.9,282.6,13,,0.0,3.0,339.4,5.42,0.0,0.0,3.3128,3.2877,27.5,23.4,39.2,0.0,0.0,0.0,1.0,0.0,0.0,,11407.344,17.26,0.0,36.4,39.5,1.0,,,,,
MZ7XZSN00100000,2024-03-17 06:35:12+00:00,2024-03-17,20.2,2,3,5.2,0.4,1.9,0.016,0.039,0.079,14.14,43557.39,91.7,29.6,29.8,1,1,1,0,0,0,0,0,1,0,0,81.9,82.2,82.1,82.1,1,18.089938,74.305766,12.5,80.2,8,,0.0,3.0,340.3,10.35,0.0,0.0,3.3084,3.293,28.6,24.6,41.1,0.0,0.0,0.0,1.0,0.0,0.0,,6669.995,10.77,0.0,34.9,39.5,1.0,,,,,
MZ7XZSN00100000,2024-05-19 13:31:11+00:00,2024-05-19,28.4,2,3,-48.2,0.0,10.8,0.158,0.0,0.121,14.06,54872.12,90.7,34.0,33.0,1,3,1,0,0,0,0,0,1,0,0,82.5,82.4,82.5,82.6,1,18.154898,74.290238,5.5,32.6,13,,0.0,3.0,340.4,12.75,0.0,0.0,3.3054,3.2872,29.4,25.5,40.3,0.0,0.0,0.0,1.0,0.0,0.0,,11165.715,21.81,0.0,36.8,41.3,1.0,,,,,
MZ7XZSN00100000,2024-12-15 16:02:53+00:00,2024-12-15,0.0,2,0,-19.1,0.0,2.2,-0.002,-0.002,0.085,14.14,90992.45,91.3,22.0,27.8,0,0,1,1,0,0,1,0,1,0,0,81.2,81.2,81.1,81.2,1,18.112388,74.346315,15.1,24.5,14,,0.0,3.0,340.9,0.0,0.0,0.0,3.3112,3.295,27.2,23.1,38.8,0.0,0.0,0.0,1.0,0.0,0.0,,2241.829,7.91,0.0,34.7,40.5,1.0,,,,,
MZ7XZSN00100000,2024-11-25 06:07:28+00:00,2024-11-25,0.0,2,0,12.1,0.1,3.5,0.0,0.001,0.143,14.11,87244.01,91.7,22.5,26.6,0,0,1,1,0,2,0,0,1,0,0,81.2,81.1,81.1,81.2,1,18.126863,74.317339,17.1,150.9,11,,0.0,3.0,340.4,0.0,0.0,0.0,3.3098,3.2899,27.9,23.7,39.3,0.0,0.0,0.0,1.0,0.0,0.0,,2931.811,10.67,0.0,35.5,40.2,1.0,,,,,
MZ7XZSN00100000,2024-11-10 06:00:36+00:00,2024-11-10,0.5,2,0,-17.6,0.0,0.0,-0.813,-0.011,0.083,14.13,84555.46,90.7,22.1,26.8,0,0,1,0,0,0,0,0,1,0,0,81.1,81.2,81.1,81.1,1,18.134063,74.340772,9.8,335.3,9,,0.0,3.0,338.8,0.14,0.0,0.0,3.3118,3.2914,27.2,22.8,41.1,0.0,0.0,0.0,1.0,0.0,0.0,,6588.496,20.56,0.0,35.3,39.0,1.0,,,,,
MZ7XZSN00100000,2024-10-21 08:38:28+00:00,2024-10-21,20.0,2,3,-20.9,0.1,8.1,-0.07,0.006,-0.072,14.04,80943.89,91.6,23.5,29.2,0,0,1,0,0,0,0,0,1,0,0,81.4,81.4,81.3,81.5,1,18.119073,74.364735,10.6,65.5,8,,0.0,3.0,341.1,5.86,0.0,0.0,3.3123,3.29,26.9,22.2,39.3,0.0,0.0,0.0,1.0,0.0,0.0,,4679.81,12.99,0.0,35.9,41.0,1.0,,,,,
MZ7XZSN00100000,2024-11-07 10:22:38+00:00,2024-11-07,0.0,2,0,-3.2,1.8,4.1,0.0,-0.002,0.003,14.11,84170.27,91.0,22.6,28.3,0,0,1,0,0,0,0,0,1,0,0,80.9,81.1,81.2,81.2,1,18.113397,74.415524,10.3,134.5,13,,0.0,3.0,341.0,0.0,0.0,0.0,3.3137,3.2927,27.1,23.1,39.9,0.0,0.0,0.0,1.0,0.0,0.0,,4107.766,12.4,0.0,34.4,40.5,1.0,,,,,
MZ7XZSN00100000,2024-10-15 13:40:41+00:00,2024-10-15,24.4,2,3,5.0,1.2,9.8,1.121,0.016,0.05,14.07,79986.49,79.0,23.8,28.2,0,0,1,1,0,1,1,0,1,0,0,81.3,81.6,81.5,81.3,1,18.13274,74.322295,9.8,193.5,12,,0.0,3.0,339.2,7.2,0.0,0.0,3.3109,3.2913,27.4,22.8,40.2,0.0,0.0,0.0,1.0,0.0,0.0,,606.219,1.68,0.0,36.3,40.2,1.0,,,,,
MZ7XZSN00100000,2024-09-28 15:05:20+00:00,2024-09-28,11.0,2,3,-2.8,0.6,9.3,1.508,-0.005,-0.041,14.11,77211.46,90.6,25.2,30.1,0,0,1,1,0,0,1,0,1,0,0,81.6,81.5,81.5,81.4,1,18.140062,74.291656,10.8,144.6,8,,0.0,3.0,338.4,3.25,0.0,0.0,3.3112,3.291,27.0,22.5,42.0,0.0,0.0,0.0,1.0,0.0,0.0,,3326.65,9.69,0.0,36.2,39.8,1.0,,,,,
MZ7XZSN00100000,2024-02-23 09:06:38+00:00,2024-02-23,30.8,2,3,-34.5,0.0,9.4,0.629,0.004,-0.005,14.08,39712.01,90.6,27.1,26.3,1,1,1,1,0,2,0,0,1,0,0,81.8,82.0,82.0,81.8,1,18.13206,74.368632,13.8,240.9,11,,0.0,3.0,339.8,13.49,0.0,0.0,3.3148,3.2917,28.4,23.7,41.8,0.0,0.0,0.0,1.0,0.0,0.0,,17144.048,30.31,0.0,38.4,41.5,1.0,,,,,
MZ7XZSN00100000,2024-04-11 05:45:41+00:00,2024-04-11,20.5,2,3,-16.2,2.8,4.6,-0.876,0.032,0.01,14.11,48134.61,91.7,32.2,30.7,1,2,1,0,0,0,0,0,1,0,0,82.4,82.3,82.2,82.3,1,18.097258,74.330953,13.1,288.0,12,,0.0,3.0,339.1,10.47,0.0,0.0,3.3098,3.291,28.3,23.9,39.2,0.0,0.0,0.0,1.0,0.0,0.0,,7561.611,12.37,0.0,34.4,39.5,1.0,,,,,
MZ7XZSN00100000,2024-05-10 08:02:35+00:00,2024-05-10,0.5,2,0,6.3,0.0,0.0,-0.321,0.008,0.018,14.18,53238.46,91.3,33.9,32.2,1,3,1,0,0,0,0,0,1,0,0,82.3,82.1,82.2,82.1,1,18.14858,74.374533,9.7,352.3,8,,0.0,3.0,341.6,4.52,0.0,0.0,3.3135,3.287,27.0,23.1,39.7,0.0,0.0,0.0,1.0,0.0,0.0,,9753.795,14.58,0.0,34.1,39.4,1.0,,,,,
MZ7XZSN00100000,2024-03-03 06:05:51+00:00,2024-03-03,3.0,2,3,10.1,12.9,0.0,-3.233,0.009,0.012,14.08,41396.69,89.8,28.6,27.4,1,1,1,0,0,0,0,0,1,0,0,81.8,81.9,81.6,81.8,1,18.138498,74.354688,10.3,161.0,11,,0.0,3.0,341.0,5.29,0.0,0.0,3.3053,3.2885,26.4,22.3,39.9,0.0,0.0,0.0,1.0,0.0,0.0,,3105.359,4.92,0.0,35.0,40.7,1.0,,,,,
MZ7XZSN00100000,2024-08-09 04:14:36+00:00,2024-08-09,41.5,2,3,-22.6,0.0,15.5,-0.587,0.002,-0.106,14.09,68366.28,91.0,30.2,28.5,1,2,1,0,0,0,0,0,1,0,0,82.2,82.2,82.3,82.2,1,18.130961,74.354727,10.9,53.9,9,,0.0,3.0,340.8,16.58,0.0,0.0,3.311,3.2913,27.4,23.6,39.6,0.0,0.0,0.0,1.0,0.0,0.0,,18152.331,36.61,0.0,37.7,42.0,1.0,,,,,
MZ7XZSN00100000,2024-01-13 05:54:05+00:00,2024-01-13,49.3,2,3,-8.7,0.0,15.0,-0.207,0.121,-0.081,14.13,32478.29,91.0,23.4,29.0,0,0,1,0,0,0,0,0,1,0,0,81.6,81.6,81.6,81.6,1,18.150161,74.355873,9.8,268.1,12,,0.0,3.0,340.7,14.47,0.0,0.0,3.3081,3.2913,27.4,23.6,38.2,0.0,0.0,0.0,1.0,0.0,0.0,,10147.866,28.16,0.0,38.6,41.9,1.0,,,,,
MZ7XZSN00100000,2024-11-10 07:04:50+00:00,2024-11-10,0.0,2,0,33.1,0.0,0.0,0.0,0.006,0.06,14.08,84562.3,90.6,22.5,27.4,0,0,1,0,0,0,0,0,1,0,0,81.0,80.9,81.1,81.1,1,18.123401,74.327209,7.9,67.9,11,,0.0,3.0,339.0,0.0,0.0,0.0,3.3144,3.2893,27.3,22.9,40.1,0.0,0.0,0.0,1.0,0.0,0.0,,1863.072,6.15,0.0,34.0,40.4,1.0,,,,,
